#stripid,cmsswid,FED,CCU,VFE,logicid
156488,872426286,601,15,4,1216011504
156496,872426285,601,22,4,1216012204
156552,872426543,601,15,2,1216011502
156560,872426416,601,15,3,1216011503
156616,872426547,601,7,2,1216010702
156624,872426420,601,7,3,1216010703
156680,872426295,601,7,4,1216010704
156688,872426296,602,31,4,1216023104
163912,872427580,601,2,4,1216010204
163920,872427581,602,25,4,1216022504
163976,872427584,602,25,3,1216022503
164040,872427333,602,17,1,1216021701
164104,872427463,602,11,1,1216021101
164112,872427335,602,11,2,1216021102
164120,872426955,602,11,3,1216021103
164168,872427197,602,24,2,1216022402
164176,872427196,601,1,2,1216010102
164232,872427074,602,17,2,1216021702
164240,872427327,602,24,1,1216022401
164248,872427072,602,24,3,1216022403
164296,872427203,602,17,3,1216021703
164304,872427075,602,17,4,1216021704
164312,872426946,602,17,5,1216021705
164360,872427079,602,11,4,1216021104
164368,872426951,602,11,5,1216021105
164376,872426695,602,10,1,1216021001
164424,872426941,602,24,4,1216022404
164432,872426939,601,1,4,1216010104
164440,872426682,602,31,2,1216023102
164488,872426943,602,24,5,1216022405
164496,872426813,602,23,1,1216022301
164504,872426685,602,23,2,1216022302
164552,872426690,602,16,1,1216021601
164560,872426562,602,16,3,1216021603
164616,872426565,602,16,2,1216021602
164624,872426311,602,10,4,1216021004
164632,872426309,602,16,4,1216021604
164680,872426426,602,31,3,1216023103
164688,872426297,602,31,5,1216023105
164744,872426429,602,23,3,1216022303
164752,872426301,602,23,5,1216022305
164808,872426304,602,23,4,1216022304
164816,872426306,602,16,5,1216021605
164824,872426048,602,22,1,1216022201
164872,872426178,602,15,1,1216021501
164880,872425922,602,15,2,1216021502
164888,872425795,602,15,3,1216021503
172104,872426956,602,25,1,1216022501
172168,872426958,602,25,2,1216022502
172176,872426576,602,6,1,1216020601
172232,872426324,602,3,3,1216020303
172296,872425943,602,3,1,1216020301
172360,872426572,602,6,2,1216020602
172368,872426697,602,10,2,1216021002
172376,872426442,602,10,3,1216021003
172424,872426444,602,6,4,1216020604
172432,872426316,602,6,5,1216020605
172440,872426062,602,5,1,1216020501
172448,872426573,602,6,3,1216020603
172488,872426321,602,3,4,1216020304
172496,872426065,602,2,1,1216020201
172504,872425808,602,5,3,1216020503
172512,872425937,602,2,3,1216020203
172552,872425940,602,2,2,1216020202
172560,872425686,602,3,2,1216020302
172568,872425809,602,2,4,1216020204
172576,872425681,602,2,5,1216020205
172584,872425427,602,1,1,1216020101
172616,872426312,602,10,5,1216021005
172624,872426055,602,9,1,1216020901
172632,872425928,602,9,2,1216020902
172680,872425932,602,5,2,1216020502
172688,872425803,602,9,3,1216020903
172744,872425804,602,5,4,1216020504
172752,872425676,602,5,5,1216020505
172760,872425422,602,4,1,1216020401
172808,872425297,602,1,2,1216020102
172816,872425168,602,4,3,1216020403
172824,872425041,602,1,4,1216020104
172872,872425670,602,15,4,1216021504
172880,872425671,602,9,4,1216020904
172936,872425673,602,9,5,1216020905
172944,872425417,602,8,1,1216020801
173000,872425292,602,4,2,1216020402
173008,872425163,602,8,3,1216020803
173016,872425036,602,4,4,1216020404
173064,872425038,602,4,5,1216020405
173072,872424782,603,29,1,1216032901
180296,872425307,603,30,3,1216033003
180304,872425306,603,23,1,1216032301
180360,872425051,603,30,4,1216033004
180424,872424923,603,19,1,1216031901
180432,872424669,603,19,2,1216031902
180440,872424414,603,19,4,1216031904
180488,872424031,603,18,2,1216031802
180552,872425173,602,1,3,1216020103
180560,872425046,603,23,4,1216032304
180568,872425430,603,23,2,1216032302
180576,872425302,603,23,3,1216032303
180616,872425048,603,23,5,1216032305
180624,872424791,603,22,1,1216032201
180632,872424664,603,22,2,1216032202
180680,872424539,603,19,3,1216031903
180688,872424409,603,22,4,1216032204
180696,872424411,603,19,5,1216031905
180744,872424155,603,18,1,1216031801
180752,872424027,603,18,3,1216031803
180760,872423771,603,18,4,1216031804
180808,872425043,602,1,5,1216020105
180816,872424787,603,26,1,1216032601
180872,872424534,603,22,3,1216032203
180880,872424659,603,26,3,1216032603
180888,872424404,603,26,4,1216032604
180936,872424406,603,22,5,1216032205
180944,872424278,603,21,1,1216032101
180952,872424023,603,21,2,1216032102
181000,872423896,603,21,3,1216032103
181008,872423768,603,21,5,1216032105
181064,872424657,603,26,2,1216032602
181072,872424528,603,29,3,1216032903
181128,872424401,603,26,5,1216032605
181136,872424146,603,25,1,1216032501
181192,872424018,603,25,2,1216032502
181200,872423890,603,25,3,1216032503
181208,872423763,603,25,5,1216032505
181256,872423766,603,21,4,1216032104
181264,872423510,603,20,1,1216032001
181272,872423381,603,24,2,1216032402
188488,872423393,603,30,1,1216033001
188552,872423136,603,30,2,1216033002
188560,872423008,603,5,1,1216030501
188616,872422880,603,5,2,1216030502
188624,872422626,603,5,3,1216030503
188632,872422498,603,5,5,1216030505
188680,872422242,603,1,1,1216030101
188688,872421986,603,1,3,1216030103
188696,872421858,603,1,5,1216030105
188744,872423772,603,18,5,1216031805
188752,872423516,603,17,1,1216031701
188760,872423389,603,17,3,1216031703
188808,872423133,603,17,5,1216031705
188816,872422878,603,6,1,1216030601
188872,872422496,603,5,4,1216030504
188880,872422494,603,6,4,1216030604
188888,872422238,603,2,1,1216030201
188936,872422112,603,1,2,1216030102
188944,872421856,603,1,4,1216030104
188952,872421855,603,2,4,1216030204
189000,872423387,603,17,2,1216031702
189008,872423385,603,20,2,1216032002
189016,872423129,603,20,4,1216032004
189064,872423131,603,17,4,1216031704
189072,872422875,603,6,2,1216030602
189080,872422745,603,7,2,1216030702
189128,872422619,603,6,3,1216030603
189136,872422489,603,7,4,1216030704
189144,872422491,603,6,5,1216030605
189152,872422235,603,2,2,1216030202
189192,872421850,603,3,2,1216030302
189200,872421979,603,2,3,1216030203
189208,872421851,603,2,5,1216030205
189256,872423254,603,20,3,1216032003
189264,872423126,603,20,5,1216032005
189320,872422870,603,7,1,1216030701
189328,872422614,603,7,3,1216030703
189384,872422486,603,7,5,1216030705
189392,872422231,603,3,1,1216030301
189448,872422103,603,3,3,1216030303
189456,872421848,603,3,4,1216030304
196680,872421602,604,1,5,1216040105
196688,872421346,604,1,3,1216040103
196696,872421218,604,1,1,1216040101
196744,872420962,604,5,5,1216040505
196752,872420833,604,5,3,1216040503
196760,872420704,604,5,2,1216040502
196808,872420576,604,5,1,1216040501
196816,872420192,604,30,2,1216043002
196872,872419936,604,30,1,1216043001
196936,872421472,604,1,4,1216040104
196944,872421470,604,2,4,1216040204
196952,872421216,604,1,2,1216040102
197000,872421213,604,2,1,1216040201
197008,872420832,604,5,4,1216040504
197016,872420831,604,6,4,1216040604
197064,872420573,604,6,1,1216040601
197072,872420318,604,17,5,1216041705
197128,872420060,604,17,3,1216041703
197136,872419933,604,17,1,1216041701
197144,872419679,604,18,5,1216041805
197192,872421595,604,2,5,1216040205
197200,872421210,604,3,2,1216040302
197208,872421467,604,2,3,1216040203
197256,872421211,604,2,2,1216040202
197264,872420955,604,6,5,1216040605
197272,872420826,604,7,4,1216040704
197280,872420827,604,6,3,1216040603
197320,872420569,604,7,2,1216040702
197328,872420571,604,6,2,1216040602
197336,872420315,604,17,4,1216041704
197384,872420185,604,20,4,1216042004
197392,872419931,604,17,2,1216041702
197400,872419929,604,20,2,1216042002
197448,872421591,604,3,4,1216040304
197456,872421336,604,3,3,1216040303
197512,872421206,604,3,1,1216040301
197520,872420951,604,7,5,1216040705
197576,872420694,604,7,3,1216040703
197584,872420566,604,7,1,1216040701
197640,872420310,604,20,5,1216042005
197648,872420055,604,20,3,1216042003
204872,872419294,604,18,2,1216041802
204936,872418909,604,19,4,1216041904
204944,872418781,604,19,2,1216041902
204952,872418651,604,19,1,1216041901
205000,872418268,604,30,4,1216043004
205064,872418011,604,30,3,1216043003
205072,872418008,604,23,1,1216042301
205128,872419291,604,18,1,1216041801
205136,872419675,604,18,4,1216041804
205144,872419419,604,18,3,1216041803
205192,872419035,604,19,5,1216041905
205200,872418906,604,22,4,1216042204
205208,872418779,604,19,3,1216041903
205256,872418775,604,22,2,1216042202
205264,872418647,604,22,1,1216042201
205272,872418393,604,23,5,1216042305
205320,872418390,604,23,4,1216042304
205328,872418132,605,1,3,1216050103
205336,872418134,604,23,3,1216042303
205344,872418006,604,23,2,1216042302
205384,872419672,604,21,5,1216042105
205392,872419418,604,21,3,1216042103
205448,872419414,604,21,2,1216042102
205456,872419286,604,21,1,1216042101
205464,872419031,604,22,5,1216042205
205512,872419027,604,26,4,1216042604
205520,872418646,604,22,3,1216042203
205528,872418772,604,26,3,1216042603
205576,872418642,604,26,1,1216042601
205584,872418387,605,1,5,1216050105
205640,872419924,604,24,2,1216042402
205648,872419926,604,20,1,1216042001
205656,872419542,604,21,4,1216042104
205704,872419666,604,25,5,1216042505
205712,872419538,604,25,3,1216042503
205720,872419285,604,25,2,1216042502
205768,872419281,604,25,1,1216042501
205776,872419025,604,26,5,1216042605
205832,872418640,604,29,3,1216042903
205840,872418641,604,26,2,1216042602
213064,872417366,605,3,1,1216050301
213128,872417107,605,3,3,1216050303
213192,872416463,605,25,2,1216052502
213200,872416718,605,6,1,1216050601
213256,872416460,605,25,1,1216052501
213320,872418002,605,1,1,1216050101
213328,872417622,605,3,2,1216050302
213336,872417747,605,2,5,1216050205
213344,872417493,605,2,3,1216050203
213384,872417105,605,3,4,1216050304
213392,872417361,605,2,1,1216050201
213400,872417360,605,5,3,1216050503
213408,872417489,605,2,2,1216050202
213416,872417617,605,2,4,1216050204
213448,872416846,605,6,3,1216050603
213456,872417100,605,6,4,1216050604
213464,872417228,605,6,5,1216050605
213472,872417357,605,5,1,1216050501
213512,872416716,605,6,2,1216050602
213520,872416714,605,10,2,1216051002
213528,872416969,605,10,3,1216051003
213576,872418257,605,1,4,1216050104
213584,872418000,605,4,3,1216050403
213592,872418001,605,1,2,1216050102
213640,872417614,605,5,4,1216050504
213648,872417868,605,5,5,1216050505
213656,872417997,605,4,1,1216050401
213704,872417356,605,5,2,1216050502
213712,872417355,605,9,3,1216050903
213768,872417097,605,10,5,1216051005
213776,872417351,605,9,1,1216050901
213784,872417479,605,9,2,1216050902
213832,872418637,604,29,1,1216042901
213840,872418508,605,4,5,1216050405
213848,872418254,605,4,4,1216050404
213896,872417996,605,4,2,1216050402
213904,872418122,605,8,3,1216050803
213960,872417737,605,9,5,1216050905
213968,872417992,605,8,1,1216050801
214024,872417478,605,15,4,1216051504
214032,872417607,605,9,4,1216050904
221256,872416071,605,11,1,1216051101
221264,872416199,605,11,2,1216051102
221272,872416329,605,11,3,1216051103
221320,872416068,605,17,1,1216051701
221384,872415807,605,25,3,1216052503
221448,872415420,606,2,4,1216060204
221456,872415805,605,25,4,1216052504
221512,872416711,605,10,1,1216051001
221520,872416327,605,11,4,1216051104
221528,872416455,605,11,5,1216051105
221576,872416195,605,17,3,1216051703
221584,872416323,605,17,4,1216051704
221592,872416578,605,17,5,1216051705
221640,872416066,605,17,2,1216051702
221648,872416063,605,24,1,1216052401
221656,872416191,605,24,3,1216052403
221704,872416061,605,24,2,1216052402
221712,872416059,606,1,2,1216060102
221768,872416710,605,16,2,1216051602
221776,872416967,605,10,4,1216051004
221784,872417092,605,16,4,1216051604
221832,872416706,605,16,1,1216051601
221840,872416834,605,16,3,1216051603
221896,872416447,605,24,5,1216052405
221904,872416701,605,23,1,1216052301
221912,872416829,605,23,2,1216052302
221960,872416318,605,24,4,1216052404
221968,872416315,606,1,4,1216060104
221976,872416699,605,31,2,1216053102
222024,872417346,605,15,1,1216051501
222032,872417474,605,15,2,1216051502
222040,872417602,605,15,3,1216051503
222088,872416960,605,23,4,1216052304
222096,872417090,605,16,5,1216051605
222104,872417343,605,22,1,1216052201
222152,872416957,605,23,3,1216052303
222160,872417085,605,23,5,1216052305
222216,872416954,605,31,3,1216053103
222224,872417082,605,31,5,1216053105
229448,872415416,606,2,1,1216060201
229456,872415544,606,2,2,1216060202
229464,872415672,606,2,3,1216060203
229512,872415411,606,9,1,1216060901
229520,872415539,606,9,2,1216060902
229528,872415667,606,9,3,1216060903
229576,872415406,606,17,1,1216061701
229584,872415534,606,17,2,1216061702
229592,872415662,606,17,3,1216061703
229640,872415402,606,24,1,1216062401
229648,872415530,606,24,2,1216062402
229656,872415658,606,24,3,1216062403
229704,872415800,606,2,5,1216060205
229712,872416056,606,1,1,1216060101
229720,872416054,606,8,2,1216060802
229768,872415795,606,9,4,1216060904
229776,872415923,606,9,5,1216060905
229784,872416051,606,8,1,1216060801
229832,872415790,606,17,4,1216061704
229840,872415918,606,17,5,1216061705
229848,872416048,606,16,1,1216061601
229896,872415788,606,24,5,1216062405
229904,872416046,606,16,2,1216061602
229912,872416043,606,23,1,1216062301
229960,872416186,606,1,3,1216060103
229968,872416310,606,8,4,1216060804
229976,872416440,606,1,5,1216060105
229984,872416696,605,31,1,1216053101
230024,872416179,606,8,3,1216060803
230032,872416435,606,8,5,1216060805
230040,872416691,606,7,1,1216060701
230088,872416178,606,16,3,1216061603
230096,872416432,606,16,5,1216061605
230104,872416686,606,15,1,1216061501
230152,872416171,606,23,3,1216062303
230160,872416303,606,16,4,1216061604
230168,872416427,606,23,5,1216062305
230176,872416683,606,22,1,1216062201
230216,872416823,606,7,4,1216060704
230224,872416952,605,31,4,1216053104
230280,872416819,606,7,2,1216060702
230288,872416947,606,7,3,1216060703
230344,872416815,606,15,2,1216061502
230352,872416943,606,15,3,1216061503
230408,872416814,606,15,4,1216061504
230416,872416940,606,22,4,1216062204
237640,872415401,606,24,4,1216062404
237648,872415783,606,34,2,1216063402
237704,872415780,606,34,1,1216063401
237768,872416031,606,30,1,1216063001
237832,872416026,606,33,1,1216063301
237840,872416154,606,33,2,1216063302
237848,872416282,606,33,3,1216063303
237896,872416041,606,23,2,1216062302
237904,872416039,606,29,2,1216062902
237960,872416036,606,29,1,1216062901
237968,872416034,606,30,2,1216063002
237976,872416164,606,29,3,1216062903
238024,872416161,606,30,3,1216063003
238032,872416287,606,30,4,1216063004
238040,872416543,606,30,5,1216063005
238088,872416285,606,33,4,1216063304
238096,872416411,606,33,5,1216063305
238104,872416668,607,13,1,1216071301
238152,872416298,606,23,4,1216062304
238160,872416295,606,29,4,1216062904
238168,872416681,606,22,2,1216062202
238216,872416420,606,29,5,1216062905
238224,872416676,606,28,1,1216062801
238232,872416804,606,28,2,1216062802
238280,872416672,606,32,1,1216063201
238288,872416801,606,32,3,1216063203
238344,872416671,606,32,2,1216063202
238352,872416925,607,13,4,1216071304
238360,872417055,606,32,4,1216063204
238408,872416937,606,22,3,1216062203
238416,872417065,606,22,5,1216062205
238472,872416934,606,28,3,1216062803
238480,872417061,606,28,5,1216062805
238536,872416932,606,28,4,1216062804
238544,872417058,606,32,5,1216063205
238552,872417316,606,27,1,1216062701
238600,872417311,606,31,1,1216063101
238608,872417440,606,31,2,1216063102
238616,872417568,606,31,3,1216063103
245832,872416407,607,14,2,1216071402
245896,872416405,607,14,3,1216071403
245904,872416661,607,20,1,1216072001
245960,872417040,607,14,4,1216071404
246024,872417294,607,21,2,1216072102
246088,872416666,607,13,2,1216071302
246096,872416664,607,20,2,1216072002
246104,872416922,607,13,3,1216071303
246152,872417045,607,20,4,1216072004
246160,872417173,607,20,5,1216072005
246168,872417302,607,19,1,1216071901
246176,872416790,607,20,3,1216072003
246216,872417043,607,14,5,1216071405
246224,872417301,607,19,3,1216071903
246232,872417297,607,26,1,1216072601
246240,872417426,607,26,3,1216072603
246280,872417296,607,26,2,1216072602
246288,872417551,607,21,3,1216072103
246296,872417680,607,26,4,1216072604
246304,872417808,607,26,5,1216072605
246312,872417936,607,25,1,1216072501
246344,872417052,607,13,5,1216071305
246352,872417307,607,12,1,1216071201
246360,872417435,607,12,2,1216071202
246408,872417306,607,12,3,1216071203
246416,872417305,607,19,2,1216071902
246472,872417559,607,19,4,1216071904
246480,872417813,607,19,5,1216071905
246488,872417941,607,18,1,1216071801
246536,872417940,607,25,2,1216072502
246544,872418069,607,18,3,1216071803
246552,872418194,607,25,4,1216072504
246600,872417439,606,31,4,1216063104
246608,872417566,607,12,4,1216071204
246664,872417691,607,12,5,1216071205
246672,872417946,607,11,1,1216071101
246728,872417945,607,18,2,1216071802
246736,872418074,607,11,3,1216071103
246744,872418199,607,18,4,1216071804
246792,872418326,607,18,5,1216071805
246800,872418582,607,17,1,1216071701
254024,872417931,607,27,1,1216072701
254032,872417929,607,21,4,1216072104
254088,872418185,607,21,5,1216072105
254152,872418566,607,31,1,1216073101
254160,872418694,607,31,2,1216073102
254168,872418822,607,31,4,1216073104
254216,872419206,607,29,2,1216072902
254280,872418060,607,27,3,1216072703
254288,872418317,607,27,4,1216072704
254296,872417934,607,27,2,1216072702
254304,872418064,607,25,3,1216072503
254344,872418315,607,27,5,1216072705
254352,872418571,607,30,1,1216073001
254360,872418699,607,30,2,1216073002
254408,872418697,607,31,3,1216073103
254416,872418827,607,30,4,1216073004
254424,872418952,607,31,5,1216073105
254472,872419208,607,29,1,1216072901
254480,872419336,607,29,3,1216072903
254488,872419591,607,29,4,1216072904
254536,872418321,607,25,5,1216072505
254544,872418576,607,24,1,1216072401
254600,872418575,607,30,3,1216073003
254608,872418704,607,24,3,1216072403
254616,872418960,607,24,4,1216072404
254664,872418957,607,30,5,1216073005
254672,872419211,607,28,1,1216072801
254680,872419340,607,28,2,1216072802
254728,872419339,607,28,3,1216072803
254736,872419595,607,28,5,1216072805
254792,872418581,607,17,3,1216071703
254800,872418580,607,24,2,1216072402
254856,872418963,607,24,5,1216072405
254864,872419217,607,23,1,1216072301
254920,872419216,607,23,2,1216072302
254928,872419472,607,23,3,1216072303
254936,872419600,607,23,5,1216072305
254984,872419471,607,28,4,1216072804
254992,872419856,607,22,2,1216072202
255000,872419853,608,1,1,1216080101
262216,872419844,608,3,1,1216080301
262280,872420101,608,3,2,1216080302
262288,872420481,608,13,1,1216081301
262344,872420609,608,13,2,1216081302
262352,872420737,608,13,3,1216081303
262360,872420865,608,13,5,1216081305
262408,872421121,608,17,1,1216081701
262416,872421249,608,17,3,1216081703
262424,872421505,608,17,5,1216081705
262472,872419590,607,29,5,1216072905
262480,872419846,608,2,1,1216080201
262488,872419974,608,2,3,1216080203
262536,872420230,608,2,5,1216080205
262544,872420486,608,12,1,1216081201
262600,872420742,608,12,4,1216081204
262608,872420741,608,13,4,1216081304
262616,872421126,608,16,1,1216081601
262664,872421124,608,17,2,1216081702
262672,872421382,608,16,4,1216081604
262680,872421380,608,17,4,1216081704
262728,872419851,608,1,2,1216080102
262736,872419849,608,2,2,1216080202
262744,872420107,608,1,4,1216080104
262792,872420232,608,2,4,1216080204
262800,872420491,608,11,2,1216081102
262808,872420489,608,12,2,1216081202
262856,872420747,608,11,4,1216081104
262864,872420743,608,12,3,1216081203
262872,872420872,608,12,5,1216081205
262880,872421129,608,16,2,1216081602
262920,872421131,608,15,2,1216081502
262928,872421384,608,16,3,1216081603
262936,872421512,608,16,5,1216081605
262984,872419982,608,1,3,1216080103
262992,872420237,608,1,5,1216080105
263048,872420493,608,11,1,1216081101
263056,872420621,608,11,3,1216081103
263112,872420877,608,11,5,1216081105
263120,872421132,608,15,1,1216081501
263176,872421260,608,15,3,1216081503
263184,872421516,608,15,4,1216081504
270408,872421761,608,41,5,1216084105
270416,872421889,608,41,3,1216084103
270424,872422145,608,41,1,1216084101
270472,872422401,608,37,5,1216083705
270480,872422529,608,37,3,1216083703
270488,872422785,608,37,2,1216083702
270536,872422913,608,37,1,1216083701
270544,872423044,608,27,2,1216082702
270600,872423300,608,27,1,1216082701
270664,872421766,608,40,4,1216084004
270672,872421764,608,41,4,1216084104
270680,872422020,608,41,2,1216084102
270728,872422150,608,40,1,1216084001
270736,872422406,608,36,4,1216083604
270744,872422404,608,37,4,1216083704
270792,872422790,608,36,1,1216083601
270800,872423046,608,26,5,1216082605
270856,872423302,608,26,3,1216082603
270864,872423430,608,26,1,1216082601
270872,872423686,609,29,5,1216092905
270920,872421771,608,39,2,1216083902
270928,872421767,608,40,5,1216084005
270936,872421896,608,40,3,1216084003
270984,872422152,608,40,2,1216084002
270992,872422411,608,35,4,1216083504
271000,872422408,608,36,5,1216083605
271008,872422536,608,36,3,1216083603
271048,872422668,608,35,2,1216083502
271056,872422792,608,36,2,1216083602
271064,872423049,608,26,4,1216082604
271112,872423051,608,25,4,1216082504
271120,872423307,608,25,2,1216082502
271128,872423305,608,26,2,1216082602
271176,872421772,608,39,4,1216083904
271184,872422028,608,39,3,1216083903
271240,872422158,608,39,1,1216083901
271248,872422413,608,35,5,1216083505
271304,872422543,608,35,3,1216083503
271312,872422797,608,35,1,1216083501
271368,872423053,608,25,5,1216082505
271376,872423181,608,25,3,1216082503
278600,872423942,609,29,2,1216092902
278664,872424326,609,31,4,1216093104
278672,872424582,609,31,2,1216093102
278680,872424838,609,31,1,1216093101
278728,872424969,609,21,5,1216092105
278792,872425227,609,27,1,1216092701
278800,872425226,609,21,4,1216092104
278856,872424072,609,29,1,1216092901
278864,872423690,609,29,4,1216092904
278872,872423943,609,29,3,1216092903
278920,872424331,609,30,4,1216093004
278928,872424328,609,31,5,1216093105
278936,872424456,609,31,3,1216093103
278984,872424588,609,30,2,1216093002
278992,872424715,609,30,1,1216093001
279000,872424971,609,27,5,1216092705
279048,872424974,609,27,4,1216092704
279056,872425104,609,25,3,1216092503
279064,872425228,609,27,3,1216092703
279072,872425356,609,27,2,1216092702
279112,872423691,609,28,5,1216092805
279120,872423819,609,28,3,1216092803
279176,872423950,609,28,2,1216092802
279184,872424203,609,28,1,1216092801
279192,872424333,609,30,5,1216093005
279240,872424336,609,24,4,1216092404
279248,872424463,609,30,3,1216093003
279256,872424592,609,24,3,1216092403
279304,872424722,609,24,1,1216092401
279312,872424976,609,25,5,1216092505
279368,872423312,609,22,2,1216092202
279376,872423437,608,25,1,1216082501
279384,872423694,609,28,4,1216092804
279432,872423696,609,23,5,1216092305
279440,872423824,609,23,3,1216092303
279448,872423952,609,23,2,1216092302
279496,872424083,609,23,1,1216092301
279504,872424338,609,24,5,1216092405
279560,872424469,609,17,3,1216091703
279568,872424595,609,24,2,1216092402
286792,872425870,609,21,2,1216092102
286856,872426256,609,14,4,1216091404
286920,872426901,609,14,3,1216091403
286928,872426517,609,20,1,1216092001
286984,872426904,609,14,2,1216091402
287048,872425362,609,25,1,1216092501
287056,872425616,609,26,5,1216092605
287064,872425614,609,21,3,1216092103
287072,872425744,609,26,3,1216092603
287112,872426258,609,14,5,1216091405
287120,872425749,609,19,3,1216091903
287128,872426128,609,26,1,1216092601
287136,872425875,609,26,2,1216092602
287144,872425619,609,26,4,1216092604
287176,872426518,609,20,3,1216092003
287184,872426389,609,20,4,1216092004
287192,872426261,609,20,5,1216092005
287200,872426006,609,19,1,1216091901
287240,872426650,609,13,2,1216091302
287248,872426521,609,20,2,1216092002
287256,872426394,609,13,3,1216091303
287304,872424979,609,25,4,1216092504
287312,872425109,609,18,3,1216091803
287320,872425234,609,25,2,1216092502
287368,872425750,609,19,4,1216091904
287376,872425621,609,19,5,1216091905
287384,872425366,609,18,1,1216091801
287432,872425754,609,12,3,1216091203
287440,872425880,609,19,2,1216091902
287496,872426266,609,13,5,1216091305
287504,872426011,609,12,1,1216091201
287512,872425884,609,12,2,1216091202
287560,872424726,609,17,1,1216091701
287568,872424981,609,18,5,1216091805
287576,872425110,609,18,4,1216091804
287624,872425240,609,18,2,1216091802
287632,872425114,609,11,3,1216091103
287688,872425626,609,12,5,1216091205
287696,872425372,609,11,1,1216091101
287752,872425631,601,31,4,1216013104
287760,872425629,609,12,4,1216091204
294984,872427418,601,33,1,1216013301
294992,872427290,601,33,2,1216013302
295000,872426906,601,33,3,1216013303
295048,872427295,601,30,1,1216013001
295112,872427556,601,34,1,1216013401
295176,872427561,601,24,4,1216012404
295184,872427558,601,34,2,1216013402
295240,872426653,609,13,1,1216091301
295248,872427035,601,33,4,1216013304
295256,872426907,601,33,5,1216013305
295304,872427167,601,30,3,1216013003
295312,872427039,601,30,4,1216013004
295320,872426911,601,30,5,1216013005
295368,872427300,601,29,1,1216012901
295376,872427043,601,30,2,1216013002
295384,872427045,601,29,3,1216012903
295432,872427177,601,23,2,1216012302
295440,872427176,601,29,2,1216012902
295496,872426527,601,32,2,1216013202
295504,872426270,609,13,4,1216091304
295512,872426271,601,32,4,1216013204
295560,872426657,601,32,1,1216013201
295568,872426529,601,32,3,1216013203
295624,872426916,601,29,5,1216012905
295632,872426788,601,28,1,1216012801
295640,872426660,601,28,2,1216012802
295688,872426921,601,23,4,1216012304
295696,872426919,601,29,4,1216012904
295704,872426665,601,22,2,1216012202
295752,872426143,601,31,1,1216013101
295760,872425888,601,31,2,1216013102
295768,872425761,601,31,3,1216013103
295816,872426276,601,28,4,1216012804
295824,872426273,601,32,5,1216013205
295832,872426020,601,27,1,1216012701
295880,872426405,601,28,3,1216012803
295888,872426278,601,28,5,1216012805
295944,872426409,601,22,3,1216012203
295952,872426281,601,22,5,1216012205
598088,872444333,646,24,1,1216462401
598096,872444204,646,24,2,1216462402
598104,872443946,646,24,3,1216462403
598152,872444462,646,17,1,1216461701
598160,872444334,646,17,2,1216461702
598168,872444206,646,17,3,1216461703
598216,872444467,646,9,1,1216460901
598224,872444339,646,9,2,1216460902
598232,872444211,646,9,3,1216460903
598280,872444347,646,2,1,1216460201
598288,872444218,646,2,2,1216460202
598296,872443963,646,2,3,1216460203
598344,872443947,646,24,5,1216462405
598352,872443566,646,16,2,1216461602
598360,872443692,646,23,1,1216462301
598408,872444078,646,17,4,1216461704
598416,872443950,646,17,5,1216461705
598424,872443696,646,16,1,1216461601
598472,872444083,646,9,4,1216460904
598480,872443955,646,9,5,1216460905
598488,872443700,646,8,1,1216460801
598536,872443960,646,2,5,1216460205
598544,872443704,646,1,1,1216460101
598552,872443575,646,8,2,1216460802
598600,872443437,646,23,3,1216462303
598608,872443310,646,16,4,1216461604
598616,872443307,646,23,5,1216462305
598624,872443052,646,22,1,1216462201
598664,872443442,646,16,3,1216461603
598672,872443312,646,16,5,1216461605
598680,872443182,646,15,1,1216461501
598728,872443445,646,8,3,1216460803
598736,872443315,646,8,5,1216460805
598744,872443187,646,7,1,1216460701
598792,872443450,646,1,3,1216460103
598800,872443318,646,8,4,1216460804
598808,872443320,646,1,5,1216460105
598816,872443064,647,31,1,1216473101
598856,872442670,646,15,4,1216461504
598864,872442669,646,22,4,1216462204
598920,872442930,646,15,2,1216461502
598928,872442800,646,15,3,1216461503
598984,872442934,646,7,2,1216460702
598992,872442804,646,7,3,1216460703
599048,872442679,646,7,4,1216460704
599056,872442680,647,31,4,1216473104
606280,872443964,646,2,4,1216460204
606288,872443965,647,25,4,1216472504
606344,872443968,647,25,3,1216472503
606408,872443717,647,17,1,1216471701
606472,872443847,647,11,1,1216471101
606480,872443719,647,11,2,1216471102
606488,872443339,647,11,3,1216471103
606536,872443581,647,24,2,1216472402
606544,872443580,646,1,2,1216460102
606600,872443458,647,17,2,1216471702
606608,872443712,647,24,1,1216472401
606616,872443456,647,24,3,1216472403
606664,872443588,647,17,3,1216471703
606672,872443459,647,17,4,1216471704
606680,872443330,647,17,5,1216471705
606728,872443464,647,11,4,1216471104
606736,872443335,647,11,5,1216471105
606744,872443079,647,10,1,1216471001
606792,872443325,647,24,4,1216472404
606800,872443323,646,1,4,1216460104
606808,872443066,647,31,2,1216473102
606856,872443327,647,24,5,1216472405
606864,872443197,647,23,1,1216472301
606872,872443069,647,23,2,1216472302
606920,872443076,647,16,1,1216471601
606928,872442946,647,16,3,1216471603
606984,872442949,647,16,2,1216471602
606992,872442695,647,10,4,1216471004
607000,872442693,647,16,4,1216471604
607048,872442811,647,31,3,1216473103
607056,872442681,647,31,5,1216473105
607112,872442815,647,23,3,1216472303
