#stripid,cmsswid,FED,CCU,VFE
73800,872417730,605,15,5
73808,872417986,605,14,1
73864,872417599,605,22,3
73872,872417727,605,22,5
73928,872417341,605,22,2
73936,872417340,605,30,3
73944,872417597,605,22,4
73992,872417338,605,30,1
74000,872417593,605,30,4
74056,872417985,605,21,2
74064,872418367,605,21,4
74120,872417981,605,21,1
74128,872418109,605,21,3
74184,872417979,605,29,2
74248,872417720,605,30,5
74256,872417976,605,29,1
74312,872418623,605,20,1
74376,872418365,605,21,5
74384,872418621,605,20,2
74440,872418234,605,29,3
74448,872418362,605,29,5
74504,872418232,605,29,4
74568,872418878,605,20,4
74632,872418620,605,28,2
74640,872419003,605,28,5
74696,872418617,605,28,1
74704,872418873,605,28,3
74760,872418616,605,28,4
74768,872418615,606,4,3
74824,872419260,605,27,3
74888,872419258,605,27,1
74952,872419256,605,27,2
75016,872419254,606,3,1
75144,872419513,605,27,4
75152,872419768,605,27,5
75160,872419896,605,26,1
75272,872419638,606,3,5
75400,872420024,605,26,4
75528,872419894,605,32,2
75536,872420149,605,32,4
81992,872417336,605,30,2
82000,872417334,606,6,2
82056,872417075,606,7,5
82064,872417331,606,6,1
82120,872417074,606,15,5
82128,872417328,606,14,1
82184,872417326,606,14,2
82192,872417324,606,21,1
82248,872417974,606,5,2
82256,872417590,606,6,4
82312,872417461,606,6,3
82320,872417715,606,6,5
82328,872417971,606,5,1
82376,872417456,606,14,3
82384,872417712,606,14,5
82392,872417968,606,13,1
82440,872417583,606,14,4
82448,872417966,606,13,2
82504,872418229,606,5,3
82512,872418357,606,5,5
82568,872418227,606,5,4
82632,872418225,606,13,4
82696,872418222,606,13,3
82704,872418350,606,13,5
82760,872418613,606,4,1
82824,872418611,606,4,2
82888,872418609,606,12,1
82952,872418607,606,12,2
83016,872418997,606,4,5
83024,872419253,606,3,2
83080,872418868,606,4,4
83088,872419251,606,3,3
83144,872418865,606,12,4
83152,872419249,606,11,1
83208,872418991,606,12,5
83216,872419248,606,11,2
83336,872419635,606,3,4
83464,872419632,606,11,4
83592,872419891,605,32,1
83600,872420019,605,32,3
83720,872419888,606,10,1
83728,872420016,606,10,3
90184,872417322,606,21,2
90192,872417578,606,21,4
90248,872417321,606,21,3
90256,872417319,606,27,2
90264,872417575,606,27,4
90312,872417572,606,27,3
90320,872417700,606,27,5
90376,872417699,606,31,5
90384,872417953,607,7,1
90440,872417709,606,21,5
90448,872417963,606,20,1
90504,872417961,606,20,2
90568,872417957,606,26,1
90576,872418086,606,26,3
90632,872417956,606,26,2
90640,872418340,606,26,4
90696,872418220,606,20,4
90760,872418217,606,20,3
90768,872418345,606,20,5
90824,872418343,606,26,5
90832,872418599,606,25,1
90888,872418597,606,25,2
90952,872418606,606,12,3
90960,872418605,606,19,4
91016,872418602,606,19,1
91024,872418859,606,19,3
91080,872418601,606,19,2
91088,872418985,606,19,5
91144,872418855,606,25,4
91208,872419246,606,11,3
91272,872419244,606,18,1
91336,872419242,606,18,2
91400,872419241,606,18,3
91528,872419630,606,11,5
91656,872419500,606,18,4
91664,872419753,606,18,5
91672,872419883,607,1,1
91784,872419886,606,10,2
91792,872420142,606,10,4
91912,872420013,607,1,4
98376,872417951,607,7,2
98384,872418207,607,7,3
98440,872417950,607,11,2
98448,872418204,607,11,4
98504,872418331,607,11,5
98512,872418586,607,10,1
98568,872418585,607,17,2
98576,872418714,607,10,3
98632,872418211,607,7,4
98696,872418335,607,7,5
98704,872418591,607,6,1
98760,872418589,607,10,2
98768,872418845,607,10,4
98824,872418844,607,10,5
98888,872418596,606,25,3
98896,872418594,607,6,2
98952,872418848,607,6,3
98960,872418977,607,6,5
99016,872418847,607,6,4
99024,872419231,607,5,1
99080,872419228,607,9,1
99088,872419359,607,5,3
99144,872418981,606,25,5
99152,872419237,607,3,1
99208,872419236,607,3,2
99272,872419235,607,5,2
99280,872419489,607,5,4
99336,872419616,607,5,5
99400,872419240,607,3,3
99464,872419494,607,3,4
99528,872419620,607,3,5
99536,872419877,607,2,1
99592,872419876,607,2,2
99600,872419874,607,4,2
99720,872419881,607,1,2
99848,872419880,607,2,3
99856,872420262,607,2,4
99976,872420137,607,1,3
99984,872420265,607,1,5
99992,872420523,607,21,1
100104,872420521,607,14,1
106568,872418839,607,17,4
106576,872419093,607,17,5
106632,872419221,607,16,1
106640,872419349,607,16,3
106696,872419348,607,23,4
106704,872419477,607,16,4
106760,872419858,607,22,1
106768,872419986,607,22,3
106824,872419224,607,16,2
106832,872419226,607,9,2
106888,872419608,607,16,5
106952,872419861,607,15,1
106960,872419990,607,15,2
107016,872419989,607,15,3
107024,872420245,607,15,5
107080,872419356,607,9,3
107088,872419612,607,9,5
107144,872419483,607,9,4
107152,872419866,607,8,1
107208,872419994,607,8,3
107272,872420121,607,15,4
107280,872420250,607,8,5
107336,872419871,607,4,1
107400,872419870,607,8,2
107408,872419999,607,4,3
107464,872420252,607,8,4
107528,872420506,608,4,1
107536,872420635,608,4,2
107592,872420129,607,4,4
107656,872420257,607,4,5
107720,872420511,607,33,1
107784,872420639,607,33,3
107912,872420260,607,2,5
107920,872420516,607,32,2
108040,872420514,607,33,2
108048,872420772,607,32,4
108056,872420897,607,33,4
108168,872420518,607,32,1
108176,872420774,607,32,3
108296,872420904,607,32,5
114760,872420113,607,22,4
114768,872420368,607,22,5
114776,872420496,608,10,1
114824,872420624,608,10,2
114832,872420752,608,10,3
114888,872420880,608,10,5
114896,872421136,608,14,1
114952,872421263,608,15,5
114960,872421392,608,14,4
115016,872420501,608,5,2
115080,872420628,608,10,4
115088,872420757,608,5,4
115144,872421141,608,9,2
115152,872421139,608,14,2
115208,872421397,608,9,4
115216,872421393,608,14,3
115224,872421522,608,14,5
115272,872420503,608,5,1
115280,872420631,608,5,3
115336,872420887,608,5,5
115400,872421143,608,9,1
115408,872421271,608,9,3
115464,872421527,608,9,5
115528,872420634,608,4,3
115536,872420890,608,4,4
115592,872421018,608,4,5
115600,872421146,608,8,1
115656,872421274,608,8,3
115720,872421530,608,8,5
115784,872420895,607,33,5
115848,872421151,608,7,1
115912,872421150,608,8,2
115920,872421281,608,7,3
115976,872421535,608,7,5
115984,872421532,608,8,4
116104,872421154,608,7,2
116232,872421410,608,7,4
116360,872421156,608,6,1
116368,872421284,608,6,2
116488,872421412,608,6,3
116496,872421540,608,6,4
122952,872421776,608,38,4
122960,872421774,608,39,5
123016,872422160,608,38,1
123024,872422416,608,34,5
123080,872422546,608,34,3
123088,872422672,608,34,2
123144,872422928,608,34,1
123152,872423056,609,22,5
123160,872423184,609,22,4
123208,872421781,608,33,4
123216,872421778,608,38,5
123224,872421906,608,38,3
123272,872422038,608,33,2
123280,872422162,608,38,2
123336,872422421,608,29,4
123344,872422419,608,34,4
123400,872422678,608,29,2
123464,872421783,608,33,5
123528,872421913,608,33,3
123536,872422167,608,33,1
123592,872422423,608,29,5
123656,872422553,608,29,3
123664,872422807,608,29,1
123720,872421786,608,32,5
123784,872422042,608,32,3
123848,872422172,608,32,1
123856,872422426,608,28,5
123912,872422554,608,28,4
123920,872422682,608,28,3
123976,872421791,608,31,5
123984,872421789,608,32,4
124040,872421920,608,31,3
124048,872422045,608,32,2
124104,872422175,608,31,1
124168,872422431,609,33,5
124296,872421794,608,31,4
124424,872422051,608,31,2
124552,872421796,608,30,4
124560,872421924,608,30,3
124680,872422054,608,30,2
124688,872422180,608,30,1
131144,872423188,609,22,3
131152,872423442,609,22,1
131208,872423701,609,16,4
131216,872423699,609,23,4
131272,872423831,609,16,3
131280,872424085,609,16,1
131336,872424341,609,17,5
131344,872424470,609,17,4
131400,872423189,609,15,3
131408,872423061,609,15,5
131464,872423320,609,15,2
131472,872423573,609,15,1
131528,872423703,609,16,5
131592,872423962,609,9,2
131600,872423961,609,16,2
131656,872423066,609,8,5
131664,872423064,609,15,4
131720,872423322,609,8,3
131784,872423452,609,8,1
131792,872423706,609,9,4
131848,872423708,609,9,5
131856,872423836,609,9,3
131912,872422686,608,28,2
131920,872422938,608,28,1
131976,872423069,609,8,4
132040,872423199,609,4,3
132048,872423325,609,8,2
132104,872423456,609,4,1
132168,872422687,609,33,3
132232,872422817,609,33,1
132296,872423071,609,4,5
132360,872423075,609,4,4
132488,872422436,609,32,4
132496,872422434,609,33,4
132504,872422690,609,33,2
132616,872422820,609,32,2
132744,872422437,609,32,5
132872,872422566,609,32,3
132880,872422697,609,21,1
132888,872422823,609,32,1
139336,872424473,609,17,2
139344,872424602,609,10,2
139400,872424986,609,11,5
139408,872424732,609,10,1
139464,872425244,609,11,2
139472,872424990,609,11,4
139528,872425375,609,7,2
139536,872425121,609,7,3
139592,872424474,609,10,4
139600,872424346,609,10,5
139656,872424604,609,10,3
139720,872424991,609,7,5
139728,872424735,609,6,1
139784,872424994,609,7,4
139848,872423839,609,5,3
139856,872424093,609,9,1
139912,872424351,609,6,4
139920,872424096,609,5,1
139976,872424481,609,6,3
139984,872424353,609,6,5
140040,872424484,601,25,3
140048,872424737,609,6,2
140104,872423711,609,5,5
140112,872423840,609,5,4
140168,872423843,609,5,2
140232,872423972,609,3,2
140296,872424356,601,25,5
140304,872424102,609,3,1
140360,872423204,609,2,3
140368,872423331,609,4,2
140424,872423716,609,3,5
140432,872423461,609,2,1
140488,872423719,609,3,4
140552,872423848,609,3,3
140680,872423206,609,2,4
140688,872423076,609,2,5
140808,872423338,609,1,2
140816,872423336,609,2,2
140936,872422825,609,14,1
141064,872423209,609,1,3
141072,872423081,609,1,5
147528,872425632,601,31,5
147536,872425378,609,7,1
147592,872425764,601,27,3
147600,872425636,601,27,5
147656,872425641,601,21,3
147664,872426022,601,27,2
147672,872425640,601,27,4
147720,872425898,601,21,1
147728,872425770,601,21,4
147784,872425252,601,26,2
147792,872424996,601,26,4
147848,872425382,601,26,1
147856,872425254,601,26,3
147912,872425385,601,20,2
147976,872425642,601,21,5
147984,872425388,601,20,1
148040,872424614,601,25,1
148104,872424998,601,26,5
148112,872424616,601,25,2
148168,872425129,601,20,3
148176,872425001,601,20,5
148232,872425005,601,20,4
148296,872424359,601,25,4
148360,872424617,601,19,2
148368,872424361,601,19,5
148424,872424747,601,19,1
148432,872424364,601,19,3
148488,872424494,601,12,3
148496,872424365,601,19,4
148552,872423850,601,18,3
148616,872423979,601,18,1
148680,872423981,601,18,2
148744,872423982,601,11,1
148872,872423849,601,18,4
148880,872423721,601,18,5
148888,872423467,609,1,1
149000,872423726,601,11,5
149128,872423084,609,1,4
149256,872423342,601,10,2
149264,872423214,601,10,4
155720,872427946,601,24,1
155728,872427818,601,24,2
155736,872427562,601,24,3
155784,872428078,601,17,1
155792,872427950,601,17,2
155800,872427822,601,17,3
155848,872428083,601,9,1
155856,872427955,601,9,2
155864,872427827,601,9,3
155912,872427960,601,2,1
155920,872427832,601,2,2
155928,872427579,601,2,3
155976,872427563,601,24,5
155984,872427182,601,16,2
155992,872427308,601,23,1
156040,872427694,601,17,4
156048,872427566,601,17,5
156056,872427312,601,16,1
156104,872427699,601,9,4
156112,872427571,601,9,5
156120,872427316,601,8,1
156168,872427576,601,2,5
156176,872427320,601,1,1
156184,872427191,601,8,2
156232,872427051,601,23,3
156240,872426926,601,16,4
156248,872426923,601,23,5
156256,872426668,601,22,1
156296,872427056,601,16,3
156304,872426928,601,16,5
156312,872426798,601,15,1
156360,872427059,601,8,3
156368,872426931,601,8,5
156376,872426803,601,7,1
156424,872427064,601,1,3
156432,872426934,601,8,4
156440,872426936,601,1,5
156448,872426680,602,31,1
156488,872426286,601,15,4
156496,872426285,601,22,4
156552,872426543,601,15,2
156560,872426416,601,15,3
156616,872426547,601,7,2
156624,872426420,601,7,3
156680,872426295,601,7,4
156688,872426296,602,31,4
163912,872427580,601,2,4
163920,872427581,602,25,4
163976,872427584,602,25,3
164040,872427333,602,17,1
164104,872427463,602,11,1
164112,872427335,602,11,2
164120,872426955,602,11,3
164168,872427197,602,24,2
164176,872427196,601,1,2
164232,872427074,602,17,2
164240,872427327,602,24,1
164248,872427072,602,24,3
164296,872427203,602,17,3
164304,872427075,602,17,4
164312,872426946,602,17,5
164360,872427079,602,11,4
164368,872426951,602,11,5
164376,872426695,602,10,1
164424,872426941,602,24,4
164432,872426939,601,1,4
164440,872426682,602,31,2
164488,872426943,602,24,5
164496,872426813,602,23,1
164504,872426685,602,23,2
164552,872426690,602,16,1
164560,872426562,602,16,3
164616,872426565,602,16,2
164624,872426311,602,10,4
164632,872426309,602,16,4
164680,872426426,602,31,3
164688,872426297,602,31,5
164744,872426429,602,23,3
164752,872426301,602,23,5
164808,872426304,602,23,4
164816,872426306,602,16,5
164824,872426048,602,22,1
164872,872426178,602,15,1
164880,872425922,602,15,2
164888,872425795,602,15,3
172104,872426956,602,25,1
172168,872426958,602,25,2
172176,872426576,602,6,1
172232,872426324,602,3,3
172296,872425943,602,3,1
172360,872426572,602,6,2
172368,872426697,602,10,2
172376,872426442,602,10,3
172424,872426444,602,6,4
172432,872426316,602,6,5
172440,872426062,602,5,1
172448,872426573,602,6,3
172488,872426321,602,3,4
172496,872426065,602,2,1
172504,872425808,602,5,3
172512,872425937,602,2,3
172552,872425940,602,2,2
172560,872425686,602,3,2
172568,872425809,602,2,4
172576,872425681,602,2,5
172584,872425427,602,1,1
172616,872426312,602,10,5
172624,872426055,602,9,1
172632,872425928,602,9,2
172680,872425932,602,5,2
172688,872425803,602,9,3
172744,872425804,602,5,4
172752,872425676,602,5,5
172760,872425422,602,4,1
172808,872425297,602,1,2
172816,872425168,602,4,3
172824,872425041,602,1,4
172872,872425670,602,15,4
172880,872425671,602,9,4
172936,872425673,602,9,5
172944,872425417,602,8,1
173000,872425292,602,4,2
173008,872425163,602,8,3
173016,872425036,602,4,4
173064,872425038,602,4,5
173072,872424782,603,29,1
180296,872425307,603,30,3
180304,872425306,603,23,1
180360,872425051,603,30,4
180424,872424923,603,19,1
180432,872424669,603,19,2
180440,872424414,603,19,4
180488,872424031,603,18,2
180552,872425173,602,1,3
180560,872425046,603,23,4
180568,872425430,603,23,2
180576,872425302,603,23,3
180616,872425048,603,23,5
180624,872424791,603,22,1
180632,872424664,603,22,2
180680,872424539,603,19,3
180688,872424409,603,22,4
180696,872424411,603,19,5
180744,872424155,603,18,1
180752,872424027,603,18,3
180760,872423771,603,18,4
180808,872425043,602,1,5
180816,872424787,603,26,1
180872,872424534,603,22,3
180880,872424659,603,26,3
180888,872424404,603,26,4
180936,872424406,603,22,5
180944,872424278,603,21,1
180952,872424023,603,21,2
181000,872423896,603,21,3
181008,872423768,603,21,5
181064,872424657,603,26,2
181072,872424528,603,29,3
181128,872424401,603,26,5
181136,872424146,603,25,1
181192,872424018,603,25,2
181200,872423890,603,25,3
181208,872423763,603,25,5
181256,872423766,603,21,4
181264,872423510,603,20,1
181272,872423381,603,24,2
188488,872423393,603,30,1
188552,872423136,603,30,2
188560,872423008,603,5,1
188616,872422880,603,5,2
188624,872422626,603,5,3
188632,872422498,603,5,5
188680,872422242,603,1,1
188688,872421986,603,1,3
188696,872421858,603,1,5
188744,872423772,603,18,5
188752,872423516,603,17,1
188760,872423389,603,17,3
188808,872423133,603,17,5
188816,872422878,603,6,1
188872,872422496,603,5,4
188880,872422494,603,6,4
188888,872422238,603,2,1
188936,872422112,603,1,2
188944,872421856,603,1,4
188952,872421855,603,2,4
189000,872423387,603,17,2
189008,872423385,603,20,2
189016,872423129,603,20,4
189064,872423131,603,17,4
189072,872422875,603,6,2
189080,872422745,603,7,2
189128,872422619,603,6,3
189136,872422489,603,7,4
189144,872422491,603,6,5
189152,872422235,603,2,2
189192,872421850,603,3,2
189200,872421979,603,2,3
189208,872421851,603,2,5
189256,872423254,603,20,3
189264,872423126,603,20,5
189320,872422870,603,7,1
189328,872422614,603,7,3
189384,872422486,603,7,5
189392,872422231,603,3,1
189448,872422103,603,3,3
189456,872421848,603,3,4
196680,872421602,604,1,5
196688,872421346,604,1,3
196696,872421218,604,1,1
196744,872420962,604,5,5
196752,872420833,604,5,3
196760,872420704,604,5,2
196808,872420576,604,5,1
196816,872420192,604,30,2
196872,872419936,604,30,1
196936,872421472,604,1,4
196944,872421470,604,2,4
196952,872421216,604,1,2
197000,872421213,604,2,1
197008,872420832,604,5,4
197016,872420831,604,6,4
197064,872420573,604,6,1
197072,872420318,604,17,5
197128,872420060,604,17,3
197136,872419933,604,17,1
197144,872419679,604,18,5
197192,872421595,604,2,5
197200,872421210,604,3,2
197208,872421467,604,2,3
197256,872421211,604,2,2
197264,872420955,604,6,5
197272,872420826,604,7,4
197280,872420827,604,6,3
197320,872420569,604,7,2
197328,872420571,604,6,2
197336,872420315,604,17,4
197384,872420185,604,20,4
197392,872419931,604,17,2
197400,872419929,604,20,2
197448,872421591,604,3,4
197456,872421336,604,3,3
197512,872421206,604,3,1
197520,872420951,604,7,5
197576,872420694,604,7,3
197584,872420566,604,7,1
197640,872420310,604,20,5
197648,872420055,604,20,3
204872,872419294,604,18,2
204936,872418909,604,19,4
204944,872418781,604,19,2
204952,872418651,604,19,1
205000,872418268,604,30,4
205064,872418011,604,30,3
205072,872418008,604,23,1
205128,872419291,604,18,1
205136,872419675,604,18,4
205144,872419419,604,18,3
205192,872419035,604,19,5
205200,872418906,604,22,4
205208,872418779,604,19,3
205256,872418775,604,22,2
205264,872418647,604,22,1
205272,872418393,604,23,5
205320,872418390,604,23,4
205328,872418132,605,1,3
205336,872418134,604,23,3
205344,872418006,604,23,2
205384,872419672,604,21,5
205392,872419418,604,21,3
205448,872419414,604,21,2
205456,872419286,604,21,1
205464,872419031,604,22,5
205512,872419027,604,26,4
205520,872418646,604,22,3
205528,872418772,604,26,3
205576,872418642,604,26,1
205584,872418387,605,1,5
205640,872419924,604,24,2
205648,872419926,604,20,1
205656,872419542,604,21,4
205704,872419666,604,25,5
205712,872419538,604,25,3
205720,872419285,604,25,2
205768,872419281,604,25,1
205776,872419025,604,26,5
205832,872418640,604,29,3
205840,872418641,604,26,2
213064,872417366,605,3,1
213128,872417107,605,3,3
213192,872416463,605,25,2
213200,872416718,605,6,1
213256,872416460,605,25,1
213320,872418002,605,1,1
213328,872417622,605,3,2
213336,872417747,605,2,5
213344,872417493,605,2,3
213384,872417105,605,3,4
213392,872417361,605,2,1
213400,872417360,605,5,3
213408,872417489,605,2,2
213416,872417617,605,2,4
213448,872416846,605,6,3
213456,872417100,605,6,4
213464,872417228,605,6,5
213472,872417357,605,5,1
213512,872416716,605,6,2
213520,872416714,605,10,2
213528,872416969,605,10,3
213576,872418257,605,1,4
213584,872418000,605,4,3
213592,872418001,605,1,2
213640,872417614,605,5,4
213648,872417868,605,5,5
213656,872417997,605,4,1
213704,872417356,605,5,2
213712,872417355,605,9,3
213768,872417097,605,10,5
213776,872417351,605,9,1
213784,872417479,605,9,2
213832,872418637,604,29,1
213840,872418508,605,4,5
213848,872418254,605,4,4
213896,872417996,605,4,2
213904,872418122,605,8,3
213960,872417737,605,9,5
213968,872417992,605,8,1
214024,872417478,605,15,4
214032,872417607,605,9,4
221256,872416071,605,11,1
221264,872416199,605,11,2
221272,872416329,605,11,3
221320,872416068,605,17,1
221384,872415807,605,25,3
221448,872415420,606,2,4
221456,872415805,605,25,4
221512,872416711,605,10,1
221520,872416327,605,11,4
221528,872416455,605,11,5
221576,872416195,605,17,3
221584,872416323,605,17,4
221592,872416578,605,17,5
221640,872416066,605,17,2
221648,872416063,605,24,1
221656,872416191,605,24,3
221704,872416061,605,24,2
221712,872416059,606,1,2
221768,872416710,605,16,2
221776,872416967,605,10,4
221784,872417092,605,16,4
221832,872416706,605,16,1
221840,872416834,605,16,3
221896,872416447,605,24,5
221904,872416701,605,23,1
221912,872416829,605,23,2
221960,872416318,605,24,4
221968,872416315,606,1,4
221976,872416699,605,31,2
222024,872417346,605,15,1
222032,872417474,605,15,2
222040,872417602,605,15,3
222088,872416960,605,23,4
222096,872417090,605,16,5
222104,872417343,605,22,1
222152,872416957,605,23,3
222160,872417085,605,23,5
222216,872416954,605,31,3
222224,872417082,605,31,5
229448,872415416,606,2,1
229456,872415544,606,2,2
229464,872415672,606,2,3
229512,872415411,606,9,1
229520,872415539,606,9,2
229528,872415667,606,9,3
229576,872415406,606,17,1
229584,872415534,606,17,2
229592,872415662,606,17,3
229640,872415402,606,24,1
229648,872415530,606,24,2
229656,872415658,606,24,3
229704,872415800,606,2,5
229712,872416056,606,1,1
229720,872416054,606,8,2
229768,872415795,606,9,4
229776,872415923,606,9,5
229784,872416051,606,8,1
229832,872415790,606,17,4
229840,872415918,606,17,5
229848,872416048,606,16,1
229896,872415788,606,24,5
229904,872416046,606,16,2
229912,872416043,606,23,1
229960,872416186,606,1,3
229968,872416310,606,8,4
229976,872416440,606,1,5
229984,872416696,605,31,1
230024,872416179,606,8,3
230032,872416435,606,8,5
230040,872416691,606,7,1
230088,872416178,606,16,3
230096,872416432,606,16,5
230104,872416686,606,15,1
230152,872416171,606,23,3
230160,872416303,606,16,4
230168,872416427,606,23,5
230176,872416683,606,22,1
230216,872416823,606,7,4
230224,872416952,605,31,4
230280,872416819,606,7,2
230288,872416947,606,7,3
230344,872416815,606,15,2
230352,872416943,606,15,3
230408,872416814,606,15,4
230416,872416940,606,22,4
237640,872415401,606,24,4
237648,872415783,606,34,2
237704,872415780,606,34,1
237768,872416031,606,30,1
237832,872416026,606,33,1
237840,872416154,606,33,2
237848,872416282,606,33,3
237896,872416041,606,23,2
237904,872416039,606,29,2
237960,872416036,606,29,1
237968,872416034,606,30,2
237976,872416164,606,29,3
238024,872416161,606,30,3
238032,872416287,606,30,4
238040,872416543,606,30,5
238088,872416285,606,33,4
238096,872416411,606,33,5
238104,872416668,607,13,1
238152,872416298,606,23,4
238160,872416295,606,29,4
238168,872416681,606,22,2
238216,872416420,606,29,5
238224,872416676,606,28,1
238232,872416804,606,28,2
238280,872416672,606,32,1
238288,872416801,606,32,3
238344,872416671,606,32,2
238352,872416925,607,13,4
238360,872417055,606,32,4
238408,872416937,606,22,3
238416,872417065,606,22,5
238472,872416934,606,28,3
238480,872417061,606,28,5
238536,872416932,606,28,4
238544,872417058,606,32,5
238552,872417316,606,27,1
238600,872417311,606,31,1
238608,872417440,606,31,2
238616,872417568,606,31,3
245832,872416407,607,14,2
245896,872416405,607,14,3
245904,872416661,607,20,1
245960,872417040,607,14,4
246024,872417294,607,21,2
246088,872416666,607,13,2
246096,872416664,607,20,2
246104,872416922,607,13,3
246152,872417045,607,20,4
246160,872417173,607,20,5
246168,872417302,607,19,1
246176,872416790,607,20,3
246216,872417043,607,14,5
246224,872417301,607,19,3
246232,872417297,607,26,1
246240,872417426,607,26,3
246280,872417296,607,26,2
246288,872417551,607,21,3
246296,872417680,607,26,4
246304,872417808,607,26,5
246312,872417936,607,25,1
246344,872417052,607,13,5
246352,872417307,607,12,1
246360,872417435,607,12,2
246408,872417306,607,12,3
246416,872417305,607,19,2
246472,872417559,607,19,4
246480,872417813,607,19,5
246488,872417941,607,18,1
246536,872417940,607,25,2
246544,872418069,607,18,3
246552,872418194,607,25,4
246600,872417439,606,31,4
246608,872417566,607,12,4
246664,872417691,607,12,5
246672,872417946,607,11,1
246728,872417945,607,18,2
246736,872418074,607,11,3
246744,872418199,607,18,4
246792,872418326,607,18,5
246800,872418582,607,17,1
254024,872417931,607,27,1
254032,872417929,607,21,4
254088,872418185,607,21,5
254152,872418566,607,31,1
254160,872418694,607,31,2
254168,872418822,607,31,4
254216,872419206,607,29,2
254280,872418060,607,27,3
254288,872418317,607,27,4
254296,872417934,607,27,2
254304,872418064,607,25,3
254344,872418315,607,27,5
254352,872418571,607,30,1
254360,872418699,607,30,2
254408,872418697,607,31,3
254416,872418827,607,30,4
254424,872418952,607,31,5
254472,872419208,607,29,1
254480,872419336,607,29,3
254488,872419591,607,29,4
254536,872418321,607,25,5
254544,872418576,607,24,1
254600,872418575,607,30,3
254608,872418704,607,24,3
254616,872418960,607,24,4
254664,872418957,607,30,5
254672,872419211,607,28,1
254680,872419340,607,28,2
254728,872419339,607,28,3
254736,872419595,607,28,5
254792,872418581,607,17,3
254800,872418580,607,24,2
254856,872418963,607,24,5
254864,872419217,607,23,1
254920,872419216,607,23,2
254928,872419472,607,23,3
254936,872419600,607,23,5
254984,872419471,607,28,4
254992,872419856,607,22,2
255000,872419853,608,1,1
262216,872419844,608,3,1
262280,872420101,608,3,2
262288,872420481,608,13,1
262344,872420609,608,13,2
262352,872420737,608,13,3
262360,872420865,608,13,5
262408,872421121,608,17,1
262416,872421249,608,17,3
262424,872421505,608,17,5
262472,872419590,607,29,5
262480,872419846,608,2,1
262488,872419974,608,2,3
262536,872420230,608,2,5
262544,872420486,608,12,1
262600,872420742,608,12,4
262608,872420741,608,13,4
262616,872421126,608,16,1
262664,872421124,608,17,2
262672,872421382,608,16,4
262680,872421380,608,17,4
262728,872419851,608,1,2
262736,872419849,608,2,2
262744,872420107,608,1,4
262792,872420232,608,2,4
262800,872420491,608,11,2
262808,872420489,608,12,2
262856,872420747,608,11,4
262864,872420743,608,12,3
262872,872420872,608,12,5
262880,872421129,608,16,2
262920,872421131,608,15,2
262928,872421384,608,16,3
262936,872421512,608,16,5
262984,872419982,608,1,3
262992,872420237,608,1,5
263048,872420493,608,11,1
263056,872420621,608,11,3
263112,872420877,608,11,5
263120,872421132,608,15,1
263176,872421260,608,15,3
263184,872421516,608,15,4
270408,872421761,608,41,5
270416,872421889,608,41,3
270424,872422145,608,41,1
270472,872422401,608,37,5
270480,872422529,608,37,3
270488,872422785,608,37,2
270536,872422913,608,37,1
270544,872423044,608,27,2
270600,872423300,608,27,1
270664,872421766,608,40,4
270672,872421764,608,41,4
270680,872422020,608,41,2
270728,872422150,608,40,1
270736,872422406,608,36,4
270744,872422404,608,37,4
270792,872422790,608,36,1
270800,872423046,608,26,5
270856,872423302,608,26,3
270864,872423430,608,26,1
270872,872423686,609,29,5
270920,872421771,608,39,2
270928,872421767,608,40,5
270936,872421896,608,40,3
270984,872422152,608,40,2
270992,872422411,608,35,4
271000,872422408,608,36,5
271008,872422536,608,36,3
271048,872422668,608,35,2
271056,872422792,608,36,2
271064,872423049,608,26,4
271112,872423051,608,25,4
271120,872423307,608,25,2
271128,872423305,608,26,2
271176,872421772,608,39,4
271184,872422028,608,39,3
271240,872422158,608,39,1
271248,872422413,608,35,5
271304,872422543,608,35,3
271312,872422797,608,35,1
271368,872423053,608,25,5
271376,872423181,608,25,3
278600,872423942,609,29,2
278664,872424326,609,31,4
278672,872424582,609,31,2
278680,872424838,609,31,1
278728,872424969,609,21,5
278792,872425227,609,27,1
278800,872425226,609,21,4
278856,872424072,609,29,1
278864,872423690,609,29,4
278872,872423943,609,29,3
278920,872424331,609,30,4
278928,872424328,609,31,5
278936,872424456,609,31,3
278984,872424588,609,30,2
278992,872424715,609,30,1
279000,872424971,609,27,5
279048,872424974,609,27,4
279056,872425104,609,25,3
279064,872425228,609,27,3
279072,872425356,609,27,2
279112,872423691,609,28,5
279120,872423819,609,28,3
279176,872423950,609,28,2
279184,872424203,609,28,1
279192,872424333,609,30,5
279240,872424336,609,24,4
279248,872424463,609,30,3
279256,872424592,609,24,3
279304,872424722,609,24,1
279312,872424976,609,25,5
279368,872423312,609,22,2
279376,872423437,608,25,1
279384,872423694,609,28,4
279432,872423696,609,23,5
279440,872423824,609,23,3
279448,872423952,609,23,2
279496,872424083,609,23,1
279504,872424338,609,24,5
279560,872424469,609,17,3
279568,872424595,609,24,2
286792,872425870,609,21,2
286856,872426256,609,14,4
286920,872426901,609,14,3
286928,872426517,609,20,1
286984,872426904,609,14,2
287048,872425362,609,25,1
287056,872425616,609,26,5
287064,872425614,609,21,3
287072,872425744,609,26,3
287112,872426258,609,14,5
287120,872425749,609,19,3
287128,872426128,609,26,1
287136,872425875,609,26,2
