#stripid,cmsswid,FED,TT,VFE
380680,838899396,619,60,1
380688,838898884,619,60,2
380696,838898372,619,60,3
380704,838897860,619,60,4
380712,838897348,619,60,5
380744,838899893,619,61,1
380752,838900405,619,61,2
380760,838900917,619,61,3
380768,838901429,619,61,4
380776,838901941,619,61,5
380808,838899898,619,62,1
380816,838900410,619,62,2
380824,838900922,619,62,3
380832,838901434,619,62,4
380840,838901946,619,62,5
380872,838899903,619,63,1
380880,838900415,619,63,2
380888,838900927,619,63,3
380896,838901439,619,63,4
380904,838901951,619,63,5
380936,838899908,619,64,1
380944,838900420,619,64,2
380952,838900932,619,64,3
380960,838901444,619,64,4
380968,838901956,619,64,5
381000,838902453,619,65,1
381008,838902965,619,65,2
381016,838903477,619,65,3
381024,838903989,619,65,4
381032,838904501,619,65,5
381064,838902458,619,66,1
381072,838902970,619,66,2
381080,838903482,619,66,3
381088,838903994,619,66,4
381096,838904506,619,66,5
381192,838902468,619,68,1
381200,838902980,619,68,2
381208,838903492,619,68,3
381216,838904004,619,68,4
381224,838904516,619,68,5
385096,838863561,620,1,1
385104,838863049,620,1,2
385112,838862537,620,1,3
385120,838862025,620,1,4
385128,838861513,620,1,5
385160,838863566,620,2,1
385168,838863054,620,2,2
385176,838862542,620,2,3
385184,838862030,620,2,4
385192,838861518,620,2,5
385224,838863571,620,3,1
385232,838863059,620,3,2
385240,838862547,620,3,3
385248,838862035,620,3,4
385256,838861523,620,3,5
385288,838863576,620,4,1
385296,838863064,620,4,2
385304,838862552,620,4,3
385312,838862040,620,4,4
385320,838861528,620,4,5
385352,838866121,620,5,1
385360,838865609,620,5,2
385368,838865097,620,5,3
385376,838864585,620,5,4
385384,838864073,620,5,5
385416,838866126,620,6,1
385424,838865614,620,6,2
385432,838865102,620,6,3
385440,838864590,620,6,4
385448,838864078,620,6,5
385480,838866131,620,7,1
385488,838865619,620,7,2
385496,838865107,620,7,3
385504,838864595,620,7,4
385512,838864083,620,7,5
385544,838866136,620,8,1
385552,838865624,620,8,2
385560,838865112,620,8,3
385568,838864600,620,8,4
385576,838864088,620,8,5
385608,838868681,620,9,1
385616,838868169,620,9,2
385624,838867657,620,9,3
385632,838867145,620,9,4
385640,838866633,620,9,5
385672,838868686,620,10,1
385680,838868174,620,10,2
385688,838867662,620,10,3
385696,838867150,620,10,4
385704,838866638,620,10,5
385736,838868691,620,11,1
385744,838868179,620,11,2
385752,838867667,620,11,3
385760,838867155,620,11,4
385768,838866643,620,11,5
385800,838868696,620,12,1
385808,838868184,620,12,2
385816,838867672,620,12,3
385824,838867160,620,12,4
385832,838866648,620,12,5
385864,838869193,620,13,1
385872,838869705,620,13,2
385880,838870217,620,13,3
385888,838870729,620,13,4
385896,838871241,620,13,5
385928,838869198,620,14,1
385936,838869710,620,14,2
385944,838870222,620,14,3
385952,838870734,620,14,4
385960,838871246,620,14,5
385992,838869203,620,15,1
386000,838869715,620,15,2
386008,838870227,620,15,3
386016,838870739,620,15,4
386024,838871251,620,15,5
386056,838869208,620,16,1
386064,838869720,620,16,2
386072,838870232,620,16,3
386080,838870744,620,16,4
386088,838871256,620,16,5
386120,838871753,620,17,1
386128,838872265,620,17,2
386136,838872777,620,17,3
386144,838873289,620,17,4
386152,838873801,620,17,5
386184,838871758,620,18,1
386192,838872270,620,18,2
386200,838872782,620,18,3
386208,838873294,620,18,4
386216,838873806,620,18,5
386248,838871763,620,19,1
386256,838872275,620,19,2
386264,838872787,620,19,3
386272,838873299,620,19,4
386280,838873811,620,19,5
386312,838871768,620,20,1
386320,838872280,620,20,2
386328,838872792,620,20,3
386336,838873304,620,20,4
386344,838873816,620,20,5
386376,838876361,620,21,1
386384,838875849,620,21,2
386392,838875337,620,21,3
386400,838874825,620,21,4
386408,838874313,620,21,5
386440,838876366,620,22,1
386448,838875854,620,22,2
386456,838875342,620,22,3
386464,838874830,620,22,4
386472,838874318,620,22,5
386504,838876371,620,23,1
386512,838875859,620,23,2
386520,838875347,620,23,3
386528,838874835,620,23,4
386536,838874323,620,23,5
386568,838876376,620,24,1
386576,838875864,620,24,2
386584,838875352,620,24,3
386592,838874840,620,24,4
386600,838874328,620,24,5
386632,838878921,620,25,1
386640,838878409,620,25,2
386648,838877897,620,25,3
386656,838877385,620,25,4
386664,838876873,620,25,5
386696,838878926,620,26,1
386704,838878414,620,26,2
386712,838877902,620,26,3
386720,838877390,620,26,4
386728,838876878,620,26,5
386760,838878931,620,27,1
386768,838878419,620,27,2
386776,838877907,620,27,3
386784,838877395,620,27,4
386792,838876883,620,27,5
386824,838878936,620,28,1
386832,838878424,620,28,2
386840,838877912,620,28,3
386848,838877400,620,28,4
386856,838876888,620,28,5
386888,838879433,620,29,1
386896,838879945,620,29,2
386904,838880457,620,29,3
386912,838880969,620,29,4
386920,838881481,620,29,5
386952,838879438,620,30,1
386960,838879950,620,30,2
386968,838880462,620,30,3
386976,838880974,620,30,4
386984,838881486,620,30,5
387016,838879443,620,31,1
387024,838879955,620,31,2
387032,838880467,620,31,3
387040,838880979,620,31,4
387048,838881491,620,31,5
387080,838879448,620,32,1
387088,838879960,620,32,2
387096,838880472,620,32,3
387104,838880984,620,32,4
387112,838881496,620,32,5
387144,838881993,620,33,1
387152,838882505,620,33,2
387160,838883017,620,33,3
387168,838883529,620,33,4
387176,838884041,620,33,5
387208,838881998,620,34,1
387216,838882510,620,34,2
387224,838883022,620,34,3
387232,838883534,620,34,4
387240,838884046,620,34,5
387272,838882003,620,35,1
387280,838882515,620,35,2
387288,838883027,620,35,3
387296,838883539,620,35,4
387304,838884051,620,35,5
387336,838882008,620,36,1
387344,838882520,620,36,2
387352,838883032,620,36,3
387360,838883544,620,36,4
387368,838884056,620,36,5
387400,838886601,620,37,1
387408,838886089,620,37,2
387416,838885577,620,37,3
387424,838885065,620,37,4
387432,838884553,620,37,5
387464,838886606,620,38,1
387472,838886094,620,38,2
387480,838885582,620,38,3
387488,838885070,620,38,4
387496,838884558,620,38,5
387528,838886611,620,39,1
387536,838886099,620,39,2
387544,838885587,620,39,3
387552,838885075,620,39,4
387560,838884563,620,39,5
387592,838886616,620,40,1
387600,838886104,620,40,2
387608,838885592,620,40,3
387616,838885080,620,40,4
387624,838884568,620,40,5
387656,838889161,620,41,1
387664,838888649,620,41,2
387672,838888137,620,41,3
387680,838887625,620,41,4
387688,838887113,620,41,5
387720,838889166,620,42,1
387728,838888654,620,42,2
387736,838888142,620,42,3
387744,838887630,620,42,4
387752,838887118,620,42,5
387784,838889171,620,43,1
387792,838888659,620,43,2
387800,838888147,620,43,3
387808,838887635,620,43,4
387816,838887123,620,43,5
387848,838889176,620,44,1
387856,838888664,620,44,2
387864,838888152,620,44,3
387872,838887640,620,44,4
387880,838887128,620,44,5
387912,838889673,620,45,1
387920,838890185,620,45,2
387928,838890697,620,45,3
387936,838891209,620,45,4
387944,838891721,620,45,5
387976,838889678,620,46,1
387984,838890190,620,46,2
387992,838890702,620,46,3
388000,838891214,620,46,4
388008,838891726,620,46,5
388040,838889683,620,47,1
388048,838890195,620,47,2
388056,838890707,620,47,3
388064,838891219,620,47,4
388072,838891731,620,47,5
388104,838889688,620,48,1
388112,838890200,620,48,2
388120,838890712,620,48,3
388128,838891224,620,48,4
388136,838891736,620,48,5
388168,838892233,620,49,1
388176,838892745,620,49,2
388184,838893257,620,49,3
388192,838893769,620,49,4
388200,838894282,620,49,5
388232,838892238,620,50,1
388240,838892750,620,50,2
388248,838893262,620,50,3
388256,838893774,620,50,4
388264,838894286,620,50,5
388296,838892243,620,51,1
388304,838892755,620,51,2
388312,838893267,620,51,3
388320,838893779,620,51,4
388328,838894291,620,51,5
388360,838892248,620,52,1
388368,838892760,620,52,2
388376,838893272,620,52,3
388384,838893784,620,52,4
388392,838894296,620,52,5
388424,838896841,620,53,1
388432,838896329,620,53,2
388440,838895817,620,53,3
388448,838895305,620,53,4
388456,838894793,620,53,5
388488,838896846,620,54,1
388496,838896334,620,54,2
388504,838895822,620,54,3
388512,838895310,620,54,4
388520,838894798,620,54,5
388552,838896851,620,55,1
388560,838896339,620,55,2
388568,838895827,620,55,3
388576,838895315,620,55,4
388584,838894803,620,55,5
388616,838896856,620,56,1
388624,838896344,620,56,2
388632,838895832,620,56,3
388640,838895320,620,56,4
388648,838894808,620,56,5
388680,838899401,620,57,1
388688,838898889,620,57,2
388696,838898377,620,57,3
388704,838897865,620,57,4
388712,838897353,620,57,5
388744,838899406,620,58,1
388752,838898894,620,58,2
388760,838898382,620,58,3
388768,838897870,620,58,4
388776,838897358,620,58,5
388808,838899411,620,59,1
388816,838898899,620,59,2
388824,838898387,620,59,3
388832,838897875,620,59,4
388840,838897363,620,59,5
388896,838897880,620,60,4
388904,838897368,620,60,5
388936,838899913,620,61,1
388944,838900425,620,61,2
388952,838900937,620,61,3
388960,838901449,620,61,4
388968,838901961,620,61,5
389000,838899918,620,62,1
389008,838900430,620,62,2
389016,838900942,620,62,3
389024,838901454,620,62,4
389032,838901966,620,62,5
389064,838899923,620,63,1
389072,838900435,620,63,2
389080,838900947,620,63,3
389088,838901459,620,63,4
389096,838901971,620,63,5
389128,838899928,620,64,1
389136,838900440,620,64,2
389144,838900952,620,64,3
389152,838901464,620,64,4
389160,838901976,620,64,5
389192,838902473,620,65,1
389200,838902985,620,65,2
389208,838903497,620,65,3
389216,838904009,620,65,4
389224,838904521,620,65,5
389256,838902478,620,66,1
389264,838902990,620,66,2
389272,838903502,620,66,3
389280,838904014,620,66,4
389288,838904526,620,66,5
389320,838902483,620,67,1
389328,838902995,620,67,2
389336,838903507,620,67,3
389344,838904019,620,67,4
389352,838904531,620,67,5
389384,838902488,620,68,1
389392,838903000,620,68,2
389400,838903512,620,68,3
389408,838904024,620,68,4
389416,838904536,620,68,5
393288,838863581,621,1,1
393296,838863069,621,1,2
393304,838862557,621,1,3
393312,838862045,621,1,4
393320,838861533,621,1,5
393352,838863586,621,2,1
393360,838863074,621,2,2
393368,838862562,621,2,3
393376,838862050,621,2,4
393384,838861538,621,2,5
393416,838863591,621,3,1
393424,838863079,621,3,2
393432,838862567,621,3,3
393440,838862055,621,3,4
393448,838861543,621,3,5
393480,838863596,621,4,1
393488,838863084,621,4,2
393496,838862572,621,4,3
393504,838862060,621,4,4
393512,838861548,621,4,5
393608,838866146,621,6,1
393616,838865634,621,6,2
393624,838865122,621,6,3
393632,838864610,621,6,4
393640,838864098,621,6,5
393672,838866151,621,7,1
393680,838865639,621,7,2
393688,838865127,621,7,3
393696,838864615,621,7,4
393704,838864103,621,7,5
393736,838866156,621,8,1
393744,838865644,621,8,2
393752,838865132,621,8,3
393760,838864620,621,8,4
393768,838864108,621,8,5
393800,838868701,621,9,1
393808,838868189,621,9,2
393816,838867677,621,9,3
393824,838867165,621,9,4
393832,838866653,621,9,5
393864,838868706,621,10,1
393872,838868194,621,10,2
393880,838867682,621,10,3
393888,838867170,621,10,4
393896,838866658,621,10,5
393928,838868711,621,11,1
393936,838868199,621,11,2
393944,838867687,621,11,3
393952,838867175,621,11,4
393960,838866663,621,11,5
393992,838868716,621,12,1
394000,838868204,621,12,2
394008,838867692,621,12,3
394016,838867180,621,12,4
394024,838866668,621,12,5
394056,838869213,621,13,1
394064,838869725,621,13,2
394072,838870237,621,13,3
394080,838870749,621,13,4
394088,838871261,621,13,5
394120,838869218,621,14,1
394128,838869730,621,14,2
394136,838870242,621,14,3
394144,838870754,621,14,4
394152,838871266,621,14,5
394184,838869223,621,15,1
394192,838869735,621,15,2
394200,838870247,621,15,3
394208,838870759,621,15,4
394216,838871271,621,15,5
394248,838869228,621,16,1
394256,838869740,621,16,2
394264,838870252,621,16,3
394272,838870764,621,16,4
394280,838871276,621,16,5
394312,838871773,621,17,1
394320,838872285,621,17,2
394328,838872797,621,17,3
394336,838873309,621,17,4
394344,838873821,621,17,5
394376,838871778,621,18,1
394384,838872290,621,18,2
394392,838872802,621,18,3
394400,838873314,621,18,4
394408,838873826,621,18,5
394440,838871783,621,19,1
394448,838872295,621,19,2
394456,838872807,621,19,3
394464,838873319,621,19,4
394472,838873831,621,19,5
394504,838871788,621,20,1
394512,838872300,621,20,2
394520,838872812,621,20,3
394528,838873324,621,20,4
394536,838873836,621,20,5
394568,838876381,621,21,1
394576,838875869,621,21,2
394584,838875357,621,21,3
394592,838874845,621,21,4
394600,838874333,621,21,5
394632,838876386,621,22,1
394640,838875874,621,22,2
394648,838875362,621,22,3
394656,838874850,621,22,4
394664,838874338,621,22,5
394696,838876391,621,23,1
394704,838875879,621,23,2
394712,838875367,621,23,3
394720,838874855,621,23,4
394728,838874343,621,23,5
394760,838876396,621,24,1
394768,838875884,621,24,2
394776,838875372,621,24,3
394784,838874860,621,24,4
394792,838874348,621,24,5
394824,838878941,621,25,1
394832,838878429,621,25,2
394840,838877917,621,25,3
394848,838877405,621,25,4
394856,838876893,621,25,5
394888,838878946,621,26,1
394896,838878434,621,26,2
394904,838877922,621,26,3
394912,838877410,621,26,4
394920,838876898,621,26,5
394952,838878951,621,27,1
394960,838878439,621,27,2
394968,838877927,621,27,3
394976,838877415,621,27,4
394984,838876903,621,27,5
395016,838878956,621,28,1
395024,838878444,621,28,2
395032,838877932,621,28,3
395040,838877420,621,28,4
395048,838876908,621,28,5
395080,838879453,621,29,1
395088,838879965,621,29,2
395096,838880477,621,29,3
395104,838880989,621,29,4
395112,838881501,621,29,5
395144,838879458,621,30,1
395152,838879970,621,30,2
395160,838880482,621,30,3
395168,838880994,621,30,4
395176,838881506,621,30,5
395208,838879463,621,31,1
395216,838879975,621,31,2
395224,838880487,621,31,3
395232,838880999,621,31,4
395240,838881511,621,31,5
395272,838879468,621,32,1
395280,838879980,621,32,2
395288,838880492,621,32,3
395296,838881004,621,32,4
395304,838881516,621,32,5
395336,838882013,621,33,1
395344,838882525,621,33,2
395352,838883037,621,33,3
395360,838883549,621,33,4
395368,838884061,621,33,5
395400,838882018,621,34,1
395408,838882530,621,34,2
395416,838883042,621,34,3
395424,838883554,621,34,4
395432,838884066,621,34,5
395464,838882023,621,35,1
395472,838882535,621,35,2
395480,838883047,621,35,3
395488,838883559,621,35,4
395496,838884071,621,35,5
395528,838882028,621,36,1
395536,838882540,621,36,2
395544,838883052,621,36,3
395552,838883564,621,36,4
395560,838884076,621,36,5
395592,838886621,621,37,1
395600,838886109,621,37,2
395608,838885597,621,37,3
395616,838885085,621,37,4
395624,838884573,621,37,5
395656,838886626,621,38,1
395664,838886114,621,38,2
395672,838885602,621,38,3
395680,838885090,621,38,4
395688,838884578,621,38,5
395720,838886631,621,39,1
395728,838886119,621,39,2
395736,838885607,621,39,3
395744,838885095,621,39,4
395752,838884583,621,39,5
395784,838886636,621,40,1
395792,838886124,621,40,2
395800,838885612,621,40,3
395808,838885100,621,40,4
395816,838884588,621,40,5
395848,838889181,621,41,1
395856,838888669,621,41,2
395864,838888157,621,41,3
395872,838887645,621,41,4
395880,838887133,621,41,5
395912,838889186,621,42,1
395920,838888674,621,42,2
395928,838888162,621,42,3
395936,838887650,621,42,4
395944,838887138,621,42,5
395976,838889191,621,43,1
395984,838888679,621,43,2
395992,838888167,621,43,3
396000,838887655,621,43,4
396008,838887143,621,43,5
396040,838889196,621,44,1
396048,838888684,621,44,2
396056,838888172,621,44,3
396064,838887660,621,44,4
396072,838887148,621,44,5
396104,838889693,621,45,1
396112,838890205,621,45,2
396120,838890717,621,45,3
396128,838891229,621,45,4
396136,838891741,621,45,5
396168,838889698,621,46,1
396176,838890210,621,46,2
396184,838890722,621,46,3
396192,838891234,621,46,4
396200,838891746,621,46,5
396232,838889703,621,47,1
396240,838890215,621,47,2
396248,838890727,621,47,3
396256,838891239,621,47,4
396264,838891751,621,47,5
396296,838889708,621,48,1
396304,838890220,621,48,2
396312,838890732,621,48,3
396320,838891244,621,48,4
396328,838891756,621,48,5
396360,838892253,621,49,1
396368,838892765,621,49,2
396376,838893277,621,49,3
396384,838893789,621,49,4
396392,838894301,621,49,5
396424,838892258,621,50,1
396432,838892770,621,50,2
396440,838893282,621,50,3
396448,838893794,621,50,4
396456,838894306,621,50,5
396488,838892263,621,51,1
396496,838892775,621,51,2
396504,838893287,621,51,3
396512,838893799,621,51,4
396520,838894311,621,51,5
396552,838892268,621,52,1
396560,838892780,621,52,2
396568,838893292,621,52,3
396576,838893804,621,52,4
396584,838894316,621,52,5
396616,838896861,621,53,1
396624,838896349,621,53,2
396632,838895837,621,53,3
396640,838895325,621,53,4
396648,838894813,621,53,5
396680,838896866,621,54,1
396688,838896354,621,54,2
396696,838895842,621,54,3
396704,838895330,621,54,4
396712,838894818,621,54,5
396744,838896871,621,55,1
396752,838896359,621,55,2
396760,838895847,621,55,3
396768,838895335,621,55,4
396776,838894823,621,55,5
396808,838896876,621,56,1
396816,838896364,621,56,2
396824,838895852,621,56,3
396832,838895340,621,56,4
396840,838894828,621,56,5
396872,838899421,621,57,1
396880,838898909,621,57,2
396888,838898397,621,57,3
396896,838897885,621,57,4
396904,838897373,621,57,5
396936,838899426,621,58,1
396944,838898914,621,58,2
396952,838898402,621,58,3
396960,838897890,621,58,4
396968,838897378,621,58,5
397000,838899431,621,59,1
397008,838898919,621,59,2
397016,838898407,621,59,3
397024,838897895,621,59,4
397032,838897383,621,59,5
397064,838899436,621,60,1
397072,838898924,621,60,2
397080,838898412,621,60,3
397088,838897900,621,60,4
397096,838897388,621,60,5
397128,838899933,621,61,1
397136,838900445,621,61,2
397144,838900957,621,61,3
397152,838901469,621,61,4
397160,838901981,621,61,5
397192,838899938,621,62,1
397200,838900450,621,62,2
397208,838900962,621,62,3
397216,838901474,621,62,4
397224,838901986,621,62,5
397256,838899943,621,63,1
397264,838900455,621,63,2
397272,838900967,621,63,3
397280,838901479,621,63,4
397288,838901991,621,63,5
397320,838899948,621,64,1
397328,838900460,621,64,2
397336,838900972,621,64,3
397344,838901484,621,64,4
397352,838901996,621,64,5
397384,838902493,621,65,1
397392,838903005,621,65,2
397400,838903517,621,65,3
397408,838904029,621,65,4
397416,838904541,621,65,5
397448,838902498,621,66,1
397456,838903010,621,66,2
397464,838903522,621,66,3
397472,838904034,621,66,4
397480,838904546,621,66,5
397512,838902503,621,67,1
397520,838903015,621,67,2
397528,838903527,621,67,3
397536,838904039,621,67,4
397544,838904551,621,67,5
397576,838902508,621,68,1
397584,838903020,621,68,2
397592,838903532,621,68,3
397600,838904044,621,68,4
397608,838904556,621,68,5
401480,838863601,622,1,1
401488,838863089,622,1,2
401496,838862577,622,1,3
401504,838862065,622,1,4
401512,838861553,622,1,5
401544,838863606,622,2,1
401552,838863094,622,2,2
401560,838862582,622,2,3
401568,838862070,622,2,4
401576,838861558,622,2,5
401608,838863611,622,3,1
401616,838863099,622,3,2
401624,838862587,622,3,3
401632,838862075,622,3,4
401640,838861563,622,3,5
401672,838863616,622,4,1
401680,838863104,622,4,2
401688,838862592,622,4,3
401696,838862080,622,4,4
401704,838861568,622,4,5
401736,838866161,622,5,1
401744,838865649,622,5,2
401752,838865137,622,5,3
401760,838864625,622,5,4
401768,838864113,622,5,5
401800,838866166,622,6,1
401808,838865655,622,6,2
401816,838865142,622,6,3
401824,838864630,622,6,4
401832,838864118,622,6,5
401864,838866171,622,7,1
401872,838865659,622,7,2
401880,838865147,622,7,3
401888,838864635,622,7,4
401896,838864123,622,7,5
401928,838866176,622,8,1
401936,838865664,622,8,2
401944,838865152,622,8,3
401952,838864640,622,8,4
401960,838864128,622,8,5
401992,838868721,622,9,1
402000,838868209,622,9,2
402008,838867697,622,9,3
402016,838867185,622,9,4
402024,838866673,622,9,5
402056,838868726,622,10,1
402064,838868214,622,10,2
402072,838867702,622,10,3
402080,838867190,622,10,4
402088,838866678,622,10,5
402120,838868731,622,11,1
402128,838868219,622,11,2
402136,838867707,622,11,3
402144,838867195,622,11,4
402152,838866683,622,11,5
402184,838868736,622,12,1
402192,838868224,622,12,2
402200,838867712,622,12,3
402208,838867200,622,12,4
402216,838866688,622,12,5
402248,838869233,622,13,1
402256,838869745,622,13,2
402264,838870257,622,13,3
402272,838870769,622,13,4
402280,838871281,622,13,5
402312,838869238,622,14,1
402320,838869750,622,14,2
402328,838870262,622,14,3
402336,838870774,622,14,4
402344,838871286,622,14,5
402376,838869243,622,15,1
402384,838869755,622,15,2
402392,838870267,622,15,3
402400,838870779,622,15,4
402408,838871291,622,15,5
402440,838869248,622,16,1
402448,838869760,622,16,2
402456,838870272,622,16,3
402464,838870784,622,16,4
402472,838871296,622,16,5
402504,838871793,622,17,1
402512,838872305,622,17,2
402520,838872817,622,17,3
402528,838873329,622,17,4
402536,838873841,622,17,5
402568,838871798,622,18,1
402576,838872310,622,18,2
402584,838872822,622,18,3
402592,838873334,622,18,4
402600,838873846,622,18,5
402632,838871803,622,19,1
402640,838872315,622,19,2
402648,838872827,622,19,3
402656,838873339,622,19,4
402664,838873851,622,19,5
402696,838871808,622,20,1
402704,838872320,622,20,2
402712,838872832,622,20,3
402720,838873344,622,20,4
402728,838873856,622,20,5
402760,838876402,622,21,1
402768,838875889,622,21,2
402776,838875377,622,21,3
402784,838874865,622,21,4
402792,838874353,622,21,5
402824,838876406,622,22,1
402832,838875894,622,22,2
402840,838875382,622,22,3
402848,838874870,622,22,4
402856,838874358,622,22,5
402888,838876411,622,23,1
402896,838875899,622,23,2
402904,838875387,622,23,3
402912,838874875,622,23,4
402920,838874363,622,23,5
402952,838876416,622,24,1
402960,838875904,622,24,2
402968,838875392,622,24,3
402976,838874880,622,24,4
402984,838874368,622,24,5
403016,838878961,622,25,1
403024,838878449,622,25,2
403032,838877937,622,25,3
403040,838877425,622,25,4
403048,838876913,622,25,5
403080,838878966,622,26,1
403088,838878454,622,26,2
403096,838877942,622,26,3
403104,838877430,622,26,4
403112,838876918,622,26,5
403144,838878971,622,27,1
403152,838878459,622,27,2
403160,838877947,622,27,3
403168,838877435,622,27,4
403176,838876923,622,27,5
403208,838878976,622,28,1
403216,838878464,622,28,2
403224,838877952,622,28,3
403232,838877440,622,28,4
403240,838876928,622,28,5
403272,838879473,622,29,1
403280,838879985,622,29,2
403288,838880497,622,29,3
403296,838881009,622,29,4
403304,838881521,622,29,5
403336,838879478,622,30,1
403344,838879990,622,30,2
403352,838880502,622,30,3
403360,838881014,622,30,4
403368,838881526,622,30,5
403400,838879483,622,31,1
403408,838879995,622,31,2
403416,838880507,622,31,3
403424,838881019,622,31,4
403432,838881531,622,31,5
403464,838879488,622,32,1
403472,838880000,622,32,2
403480,838880512,622,32,3
403488,838881024,622,32,4
403496,838881536,622,32,5
403592,838882038,622,34,1
403600,838882550,622,34,2
403608,838883062,622,34,3
403616,838883574,622,34,4
403624,838884086,622,34,5
403656,838882043,622,35,1
403664,838882555,622,35,2
403672,838883067,622,35,3
403680,838883579,622,35,4
403688,838884091,622,35,5
403720,838882048,622,36,1
403728,838882560,622,36,2
403736,838883072,622,36,3
403744,838883584,622,36,4
403752,838884096,622,36,5
403784,838886641,622,37,1
403792,838886129,622,37,2
403800,838885617,622,37,3
403808,838885105,622,37,4
403816,838884593,622,37,5
403848,838886646,622,38,1
403856,838886134,622,38,2
403864,838885622,622,38,3
403872,838885110,622,38,4
403880,838884598,622,38,5
403912,838886651,622,39,1
403920,838886139,622,39,2
403928,838885627,622,39,3
403936,838885115,622,39,4
403944,838884603,622,39,5
403976,838886656,622,40,1
403984,838886144,622,40,2
403992,838885632,622,40,3
404000,838885120,622,40,4
404008,838884608,622,40,5
404040,838889201,622,41,1
404048,838888689,622,41,2
404056,838888177,622,41,3
404064,838887665,622,41,4
404072,838887153,622,41,5
404104,838889206,622,42,1
404112,838888694,622,42,2
404120,838888182,622,42,3
404128,838887670,622,42,4
404136,838887158,622,42,5
404168,838889211,622,43,1
404176,838888699,622,43,2
404184,838888187,622,43,3
404192,838887675,622,43,4
404200,838887163,622,43,5
404232,838889216,622,44,1
404240,838888704,622,44,2
404248,838888192,622,44,3
404256,838887680,622,44,4
404264,838887168,622,44,5
404296,838889713,622,45,1
404304,838890225,622,45,2
404312,838890737,622,45,3
404320,838891249,622,45,4
404328,838891761,622,45,5
404360,838889718,622,46,1
404368,838890230,622,46,2
404376,838890742,622,46,3
404384,838891254,622,46,4
404392,838891766,622,46,5
404424,838889723,622,47,1
404432,838890235,622,47,2
404440,838890747,622,47,3
404448,838891259,622,47,4
404456,838891771,622,47,5
404488,838889728,622,48,1
404496,838890240,622,48,2
404504,838890752,622,48,3
404512,838891264,622,48,4
404520,838891776,622,48,5
404552,838892273,622,49,1
404560,838892785,622,49,2
404568,838893297,622,49,3
404576,838893809,622,49,4
404584,838894321,622,49,5
404616,838892278,622,50,1
404624,838892790,622,50,2
404632,838893302,622,50,3
404640,838893814,622,50,4
404648,838894326,622,50,5
404680,838892283,622,51,1
404688,838892795,622,51,2
404696,838893307,622,51,3
404704,838893819,622,51,4
404712,838894331,622,51,5
404744,838892288,622,52,1
404752,838892800,622,52,2
404760,838893312,622,52,3
404776,838894336,622,52,5
404808,838896881,622,53,1
404816,838896370,622,53,2
404824,838895857,622,53,3
404832,838895345,622,53,4
404840,838894833,622,53,5
404872,838896886,622,54,1
404880,838896374,622,54,2
404888,838895862,622,54,3
404896,838895350,622,54,4
404904,838894838,622,54,5
404936,838896891,622,55,1
404944,838896379,622,55,2
404952,838895867,622,55,3
404960,838895355,622,55,4
404968,838894843,622,55,5
405000,838896896,622,56,1
405008,838896384,622,56,2
405016,838895872,622,56,3
405024,838895360,622,56,4
405032,838894848,622,56,5
405064,838899441,622,57,1
405072,838898929,622,57,2
405080,838898417,622,57,3
405088,838897905,622,57,4
405096,838897393,622,57,5
405128,838899446,622,58,1
405136,838898934,622,58,2
405144,838898422,622,58,3
405152,838897910,622,58,4
405160,838897398,622,58,5
405192,838899451,622,59,1
405200,838898939,622,59,2
405208,838898427,622,59,3
405216,838897915,622,59,4
405224,838897403,622,59,5
405256,838899456,622,60,1
405264,838898944,622,60,2
405272,838898432,622,60,3
405280,838897920,622,60,4
405288,838897408,622,60,5
405320,838899953,622,61,1
405328,838900465,622,61,2
405336,838900977,622,61,3
405344,838901489,622,61,4
405352,838902001,622,61,5
405384,838899958,622,62,1
405392,838900470,622,62,2
405400,838900982,622,62,3
405408,838901494,622,62,4
405416,838902006,622,62,5
405448,838899963,622,63,1
405456,838900475,622,63,2
405464,838900987,622,63,3
405472,838901499,622,63,4
405480,838902011,622,63,5
405512,838899968,622,64,1
405520,838900480,622,64,2
405528,838900992,622,64,3
405536,838901504,622,64,4
405544,838902016,622,64,5
405576,838902513,622,65,1
405584,838903025,622,65,2
405592,838903537,622,65,3
405600,838904049,622,65,4
405608,838904561,622,65,5
405640,838902518,622,66,1
405648,838903030,622,66,2
405656,838903542,622,66,3
405664,838904054,622,66,4
405672,838904566,622,66,5
405704,838902523,622,67,1
405712,838903035,622,67,2
405720,838903547,622,67,3
405728,838904059,622,67,4
405736,838904571,622,67,5
405768,838902528,622,68,1
405776,838903040,622,68,2
405784,838903552,622,68,3
405792,838904064,622,68,4
405800,838904576,622,68,5
409672,838863621,623,1,1
409680,838863109,623,1,2
409688,838862597,623,1,3
409696,838862085,623,1,4
409704,838861573,623,1,5
409736,838863626,623,2,1
409744,838863114,623,2,2
409752,838862602,623,2,3
409760,838862090,623,2,4
409768,838861578,623,2,5
409800,838863631,623,3,1
409808,838863119,623,3,2
409816,838862607,623,3,3
409824,838862095,623,3,4
409832,838861583,623,3,5
409864,838863636,623,4,1
409872,838863124,623,4,2
409880,838862612,623,4,3
409888,838862100,623,4,4
409896,838861588,623,4,5
409928,838866181,623,5,1
409936,838865669,623,5,2
409944,838865157,623,5,3
409952,838864645,623,5,4
409960,838864133,623,5,5
409992,838866186,623,6,1
410000,838865674,623,6,2
410008,838865162,623,6,3
410016,838864650,623,6,4
