#stripid,cmsswid,FED,TT,VFE
453728,838959120,628,49,4
453736,838959632,628,49,5
453768,838957579,628,50,1
453776,838958091,628,50,2
453784,838958603,628,50,3
453792,838959115,628,50,4
453800,838959627,628,50,5
453832,838957574,628,51,1
453840,838958086,628,51,2
453848,838958598,628,51,3
453856,838959110,628,51,4
453864,838959622,628,51,5
453896,838957569,628,52,1
453904,838958081,628,52,2
453912,838958593,628,52,3
453920,838959105,628,52,4
453928,838959617,628,52,5
453960,838962192,628,53,1
453968,838961680,628,53,2
453976,838961168,628,53,3
453984,838960656,628,53,4
453992,838960144,628,53,5
454024,838962187,628,54,1
454032,838961675,628,54,2
454040,838961163,628,54,3
454048,838960651,628,54,4
454056,838960139,628,54,5
454088,838962182,628,55,1
454096,838961670,628,55,2
454104,838961158,628,55,3
454112,838960646,628,55,4
454120,838960134,628,55,5
454152,838962177,628,56,1
454160,838961665,628,56,2
454168,838961153,628,56,3
454176,838960641,628,56,4
454184,838960129,628,56,5
454216,838964752,628,57,1
454224,838964240,628,57,2
454232,838963728,628,57,3
454240,838963216,628,57,4
454248,838962704,628,57,5
454280,838964747,628,58,1
454288,838964235,628,58,2
454296,838963723,628,58,3
454304,838963211,628,58,4
454312,838962699,628,58,5
454344,838964742,628,59,1
454352,838964230,628,59,2
454360,838963718,628,59,3
454368,838963206,628,59,4
454376,838962694,628,59,5
454408,838964737,628,60,1
454416,838964225,628,60,2
454424,838963713,628,60,3
454432,838963201,628,60,4
454440,838962689,628,60,5
454472,838965264,628,61,1
454480,838965776,628,61,2
454488,838966288,628,61,3
454496,838966800,628,61,4
454504,838967312,628,61,5
454536,838965259,628,62,1
454544,838965771,628,62,2
454552,838966283,628,62,3
454560,838966795,628,62,4
454568,838967307,628,62,5
454600,838965254,628,63,1
454608,838965766,628,63,2
454616,838966278,628,63,3
454624,838966790,628,63,4
454632,838967302,628,63,5
454664,838965249,628,64,1
454672,838965761,628,64,2
454680,838966273,628,64,3
454688,838966785,628,64,4
454696,838967297,628,64,5
454728,838967824,628,65,1
454736,838968336,628,65,2
454744,838968848,628,65,3
454752,838969360,628,65,4
454760,838969872,628,65,5
454792,838967819,628,66,1
454800,838968331,628,66,2
454808,838968843,628,66,3
454816,838969355,628,66,4
454824,838969867,628,66,5
454856,838967814,628,67,1
454864,838968326,628,67,2
454872,838968838,628,67,3
454880,838969350,628,67,4
454888,838969862,628,67,5
454920,838967809,628,68,1
454928,838968321,628,68,2
454936,838968833,628,68,3
454944,838969345,628,68,4
454952,838969857,628,68,5
458824,838928932,629,1,1
458832,838928420,629,1,2
458840,838927908,629,1,3
458848,838927396,629,1,4
458856,838926884,629,1,5
458888,838928927,629,2,1
458896,838928415,629,2,2
458904,838927903,629,2,3
458912,838927391,629,2,4
458920,838926879,629,2,5
458952,838928922,629,3,1
458960,838928410,629,3,2
458968,838927898,629,3,3
458976,838927386,629,3,4
458984,838926874,629,3,5
459016,838928917,629,4,1
459024,838928406,629,4,2
459032,838927893,629,4,3
459040,838927381,629,4,4
459048,838926869,629,4,5
459080,838931492,629,5,1
459088,838930980,629,5,2
459096,838930468,629,5,3
459104,838929956,629,5,4
459112,838929444,629,5,5
459144,838931487,629,6,1
459152,838930975,629,6,2
459160,838930463,629,6,3
459168,838929951,629,6,4
459176,838929439,629,6,5
459208,838931482,629,7,1
459216,838930970,629,7,2
459224,838930458,629,7,3
459232,838929946,629,7,4
459240,838929434,629,7,5
459272,838931477,629,8,1
459280,838930965,629,8,2
459288,838930453,629,8,3
459296,838929941,629,8,4
459304,838929429,629,8,5
459336,838934052,629,9,1
459344,838933540,629,9,2
459352,838933028,629,9,3
459360,838932516,629,9,4
459368,838932004,629,9,5
459400,838934047,629,10,1
459408,838933535,629,10,2
459416,838933023,629,10,3
459424,838932511,629,10,4
459432,838931999,629,10,5
459464,838934042,629,11,1
459472,838933530,629,11,2
459480,838933018,629,11,3
459488,838932506,629,11,4
459496,838931994,629,11,5
459528,838934037,629,12,1
459536,838933525,629,12,2
459544,838933013,629,12,3
459552,838932501,629,12,4
459560,838931989,629,12,5
459592,838934564,629,13,1
459600,838935076,629,13,2
459608,838935588,629,13,3
459616,838936100,629,13,4
459624,838936612,629,13,5
459656,838934559,629,14,1
459664,838935071,629,14,2
459672,838935583,629,14,3
459680,838936095,629,14,4
459688,838936607,629,14,5
459720,838934554,629,15,1
459728,838935066,629,15,2
459736,838935578,629,15,3
459744,838936090,629,15,4
459752,838936602,629,15,5
459784,838934549,629,16,1
459792,838935061,629,16,2
459800,838935573,629,16,3
459808,838936085,629,16,4
459816,838936597,629,16,5
459848,838937124,629,17,1
459856,838937636,629,17,2
459864,838938148,629,17,3
459872,838938660,629,17,4
459880,838939172,629,17,5
459912,838937119,629,18,1
459920,838937631,629,18,2
459928,838938143,629,18,3
459936,838938655,629,18,4
459944,838939167,629,18,5
459976,838937114,629,19,1
459984,838937626,629,19,2
459992,838938138,629,19,3
460000,838938650,629,19,4
460008,838939162,629,19,5
460040,838937109,629,20,1
460048,838937621,629,20,2
460056,838938133,629,20,3
460064,838938645,629,20,4
460072,838939157,629,20,5
460104,838941732,629,21,1
460112,838941220,629,21,2
460120,838940708,629,21,3
460128,838940196,629,21,4
460136,838939684,629,21,5
460168,838941727,629,22,1
460176,838941215,629,22,2
460184,838940703,629,22,3
460192,838940191,629,22,4
460200,838939679,629,22,5
460232,838941722,629,23,1
460240,838941210,629,23,2
460248,838940698,629,23,3
460256,838940186,629,23,4
460264,838939674,629,23,5
460296,838941717,629,24,1
460304,838941205,629,24,2
460312,838940693,629,24,3
460320,838940181,629,24,4
460328,838939669,629,24,5
460360,838944292,629,25,1
460368,838943780,629,25,2
460376,838943268,629,25,3
460384,838942756,629,25,4
460392,838942244,629,25,5
460424,838944287,629,26,1
460432,838943775,629,26,2
460440,838943263,629,26,3
460448,838942751,629,26,4
460456,838942239,629,26,5
460488,838944282,629,27,1
460496,838943770,629,27,2
460504,838943258,629,27,3
460512,838942746,629,27,4
460520,838942234,629,27,5
460552,838944277,629,28,1
460560,838943765,629,28,2
460568,838943253,629,28,3
460576,838942741,629,28,4
460584,838942229,629,28,5
460616,838944804,629,29,1
460624,838945316,629,29,2
460632,838945828,629,29,3
460640,838946340,629,29,4
460648,838946852,629,29,5
460680,838944799,629,30,1
460688,838945311,629,30,2
460696,838945823,629,30,3
460704,838946335,629,30,4
460712,838946847,629,30,5
460744,838944794,629,31,1
460752,838945306,629,31,2
460760,838945818,629,31,3
460768,838946330,629,31,4
460776,838946842,629,31,5
460808,838944789,629,32,1
460816,838945301,629,32,2
460824,838945813,629,32,3
460832,838946325,629,32,4
460840,838946837,629,32,5
460872,838947364,629,33,1
460880,838947876,629,33,2
460888,838948388,629,33,3
460896,838948900,629,33,4
460904,838949412,629,33,5
460936,838947359,629,34,1
460944,838947871,629,34,2
460952,838948383,629,34,3
460960,838948895,629,34,4
460968,838949407,629,34,5
461000,838947354,629,35,1
461008,838947866,629,35,2
461016,838948378,629,35,3
461024,838948890,629,35,4
461032,838949402,629,35,5
461064,838947349,629,36,1
461072,838947861,629,36,2
461080,838948373,629,36,3
461088,838948885,629,36,4
461096,838949397,629,36,5
461128,838951972,629,37,1
461136,838951460,629,37,2
461144,838950948,629,37,3
461152,838950436,629,37,4
461160,838949924,629,37,5
461192,838951967,629,38,1
461200,838951455,629,38,2
461208,838950943,629,38,3
461216,838950431,629,38,4
461224,838949919,629,38,5
461256,838951962,629,39,1
461264,838951450,629,39,2
461272,838950938,629,39,3
461280,838950426,629,39,4
461288,838949914,629,39,5
461320,838951957,629,40,1
461328,838951445,629,40,2
461336,838950933,629,40,3
461344,838950421,629,40,4
461352,838949909,629,40,5
461384,838954532,629,41,1
461392,838954020,629,41,2
461400,838953508,629,41,3
461408,838952996,629,41,4
461416,838952484,629,41,5
461448,838954527,629,42,1
461456,838954015,629,42,2
461464,838953503,629,42,3
461472,838952991,629,42,4
461512,838954522,629,43,1
461520,838954010,629,43,2
461528,838953498,629,43,3
461536,838952986,629,43,4
461544,838952474,629,43,5
461576,838954517,629,44,1
461584,838954005,629,44,2
461592,838953493,629,44,3
461600,838952981,629,44,4
461608,838952469,629,44,5
461640,838955044,629,45,1
461648,838955556,629,45,2
461656,838956068,629,45,3
461664,838956580,629,45,4
461672,838957092,629,45,5
461704,838955039,629,46,1
461712,838955551,629,46,2
461720,838956063,629,46,3
461728,838956575,629,46,4
461736,838957087,629,46,5
461768,838955034,629,47,1
461776,838955546,629,47,2
461784,838956058,629,47,3
461792,838956570,629,47,4
461800,838957082,629,47,5
461832,838955029,629,48,1
461840,838955541,629,48,2
461848,838956053,629,48,3
461856,838956565,629,48,4
461864,838957077,629,48,5
461896,838957604,629,49,1
461904,838958116,629,49,2
461912,838958628,629,49,3
461920,838959140,629,49,4
461928,838959652,629,49,5
461960,838957599,629,50,1
461968,838958111,629,50,2
461976,838958623,629,50,3
461984,838959135,629,50,4
461992,838959647,629,50,5
462024,838957594,629,51,1
462032,838958106,629,51,2
462040,838958618,629,51,3
462048,838959130,629,51,4
462056,838959642,629,51,5
462088,838957589,629,52,1
462096,838958101,629,52,2
462104,838958613,629,52,3
462112,838959125,629,52,4
462120,838959637,629,52,5
462152,838962212,629,53,1
462160,838961700,629,53,2
462168,838961188,629,53,3
462176,838960676,629,53,4
462184,838960164,629,53,5
462216,838962207,629,54,1
462224,838961695,629,54,2
462232,838961183,629,54,3
462240,838960671,629,54,4
462248,838960159,629,54,5
462280,838962202,629,55,1
462288,838961690,629,55,2
462296,838961178,629,55,3
462304,838960666,629,55,4
462312,838960154,629,55,5
462344,838962197,629,56,1
462352,838961685,629,56,2
462360,838961173,629,56,3
462368,838960661,629,56,4
462376,838960149,629,56,5
462408,838964772,629,57,1
462416,838964260,629,57,2
462424,838963748,629,57,3
462432,838963236,629,57,4
462440,838962724,629,57,5
462472,838964767,629,58,1
462480,838964255,629,58,2
462488,838963743,629,58,3
462496,838963231,629,58,4
462504,838962719,629,58,5
462536,838964762,629,59,1
462544,838964250,629,59,2
462552,838963738,629,59,3
462560,838963226,629,59,4
462568,838962714,629,59,5
462600,838964757,629,60,1
462608,838964245,629,60,2
462616,838963733,629,60,3
462624,838963221,629,60,4
462632,838962709,629,60,5
462664,838965284,629,61,1
462672,838965796,629,61,2
462680,838966308,629,61,3
462688,838966820,629,61,4
462696,838967332,629,61,5
462728,838965279,629,62,1
462736,838965791,629,62,2
462744,838966303,629,62,3
462752,838966815,629,62,4
462760,838967327,629,62,5
462792,838965274,629,63,1
462800,838965786,629,63,2
462808,838966298,629,63,3
462816,838966810,629,63,4
462824,838967322,629,63,5
462856,838965269,629,64,1
462864,838965781,629,64,2
462872,838966293,629,64,3
462880,838966805,629,64,4
462888,838967317,629,64,5
462920,838967844,629,65,1
462928,838968356,629,65,2
462936,838968868,629,65,3
462944,838969380,629,65,4
462952,838969892,629,65,5
462984,838967839,629,66,1
462992,838968351,629,66,2
463000,838968863,629,66,3
463008,838969375,629,66,4
463016,838969887,629,66,5
463048,838967834,629,67,1
463056,838968346,629,67,2
463064,838968858,629,67,3
463072,838969370,629,67,4
463080,838969882,629,67,5
463112,838967829,629,68,1
463120,838968341,629,68,2
463128,838968853,629,68,3
463136,838969365,629,68,4
463144,838969877,629,68,5
467016,838928952,630,1,1
467024,838928440,630,1,2
467032,838927928,630,1,3
467040,838927416,630,1,4
467048,838926904,630,1,5
467080,838928947,630,2,1
467088,838928435,630,2,2
467096,838927923,630,2,3
467104,838927411,630,2,4
467112,838926899,630,2,5
467144,838928942,630,3,1
467152,838928430,630,3,2
467160,838927918,630,3,3
467168,838927406,630,3,4
467176,838926894,630,3,5
467208,838928938,630,4,1
467216,838928426,630,4,2
467224,838927913,630,4,3
467232,838927401,630,4,4
467240,838926889,630,4,5
467272,838931512,630,5,1
467280,838931000,630,5,2
467288,838930488,630,5,3
467296,838929976,630,5,4
467304,838929464,630,5,5
467336,838931507,630,6,1
467344,838930995,630,6,2
467352,838930483,630,6,3
467360,838929971,630,6,4
467368,838929459,630,6,5
467400,838931502,630,7,1
467408,838930990,630,7,2
467416,838930478,630,7,3
467424,838929966,630,7,4
467432,838929454,630,7,5
467464,838931497,630,8,1
467472,838930985,630,8,2
467480,838930473,630,8,3
467488,838929961,630,8,4
467496,838929449,630,8,5
467528,838934072,630,9,1
467536,838933560,630,9,2
467544,838933048,630,9,3
467552,838932536,630,9,4
467560,838932024,630,9,5
467592,838934067,630,10,1
467600,838933555,630,10,2
467608,838933043,630,10,3
467616,838932531,630,10,4
467624,838932019,630,10,5
467656,838934062,630,11,1
467664,838933550,630,11,2
467672,838933038,630,11,3
467680,838932526,630,11,4
467688,838932014,630,11,5
467720,838934057,630,12,1
467728,838933545,630,12,2
467736,838933033,630,12,3
467744,838932521,630,12,4
467752,838932009,630,12,5
467784,838934584,630,13,1
467792,838935096,630,13,2
467800,838935608,630,13,3
467808,838936120,630,13,4
467816,838936632,630,13,5
467848,838934579,630,14,1
467856,838935091,630,14,2
467864,838935603,630,14,3
467872,838936115,630,14,4
467880,838936627,630,14,5
467912,838934574,630,15,1
467920,838935086,630,15,2
467928,838935598,630,15,3
467936,838936110,630,15,4
467944,838936622,630,15,5
467976,838934569,630,16,1
467984,838935081,630,16,2
467992,838935593,630,16,3
468000,838936105,630,16,4
468008,838936617,630,16,5
468040,838937144,630,17,1
468048,838937656,630,17,2
468056,838938168,630,17,3
468064,838938680,630,17,4
468072,838939192,630,17,5
468104,838937139,630,18,1
468112,838937651,630,18,2
468120,838938163,630,18,3
468128,838938675,630,18,4
468136,838939187,630,18,5
468168,838937134,630,19,1
468176,838937646,630,19,2
468184,838938158,630,19,3
468192,838938670,630,19,4
468200,838939182,630,19,5
468232,838937129,630,20,1
468240,838937641,630,20,2
468248,838938153,630,20,3
468256,838938665,630,20,4
468264,838939177,630,20,5
468296,838941752,630,21,1
468304,838941240,630,21,2
468312,838940728,630,21,3
468320,838940216,630,21,4
468328,838939704,630,21,5
468360,838941747,630,22,1
468368,838941235,630,22,2
468376,838940723,630,22,3
468384,838940211,630,22,4
468392,838939699,630,22,5
468424,838941742,630,23,1
468432,838941230,630,23,2
468440,838940718,630,23,3
468448,838940206,630,23,4
468456,838939694,630,23,5
468488,838941737,630,24,1
468496,838941225,630,24,2
468504,838940713,630,24,3
468512,838940201,630,24,4
468520,838939689,630,24,5
468552,838944312,630,25,1
468560,838943800,630,25,2
468568,838943288,630,25,3
468576,838942776,630,25,4
468584,838942264,630,25,5
468616,838944307,630,26,1
468624,838943795,630,26,2
468632,838943283,630,26,3
468640,838942771,630,26,4
468648,838942259,630,26,5
468680,838944302,630,27,1
468688,838943790,630,27,2
468696,838943278,630,27,3
468704,838942766,630,27,4
468712,838942254,630,27,5
468744,838944297,630,28,1
468752,838943785,630,28,2
468760,838943273,630,28,3
468768,838942761,630,28,4
468776,838942249,630,28,5
468808,838944824,630,29,1
468816,838945336,630,29,2
468824,838945848,630,29,3
468832,838946360,630,29,4
468840,838946872,630,29,5
468872,838944819,630,30,1
468880,838945331,630,30,2
468888,838945843,630,30,3
468896,838946355,630,30,4
468904,838946867,630,30,5
468936,838944814,630,31,1
468944,838945326,630,31,2
468952,838945838,630,31,3
468960,838946350,630,31,4
468968,838946862,630,31,5
469000,838944809,630,32,1
469008,838945321,630,32,2
469016,838945833,630,32,3
469024,838946345,630,32,4
469032,838946857,630,32,5
469064,838947384,630,33,1
469072,838947896,630,33,2
469080,838948408,630,33,3
469088,838948920,630,33,4
469096,838949432,630,33,5
469128,838947379,630,34,1
469136,838947891,630,34,2
469144,838948403,630,34,3
469152,838948915,630,34,4
469160,838949427,630,34,5
469192,838947374,630,35,1
469200,838947886,630,35,2
469208,838948398,630,35,3
469216,838948910,630,35,4
469224,838949422,630,35,5
469256,838947369,630,36,1
469264,838947881,630,36,2
469272,838948393,630,36,3
469280,838948905,630,36,4
469288,838949417,630,36,5
469320,838951992,630,37,1
469328,838951480,630,37,2
469336,838950968,630,37,3
469344,838950456,630,37,4
469352,838949944,630,37,5
469384,838951987,630,38,1
469392,838951475,630,38,2
469400,838950963,630,38,3
469408,838950451,630,38,4
469416,838949939,630,38,5
469448,838951982,630,39,1
469456,838951470,630,39,2
469464,838950958,630,39,3
469472,838950446,630,39,4
469480,838949934,630,39,5
469512,838951977,630,40,1
469520,838951465,630,40,2
469528,838950953,630,40,3
469536,838950441,630,40,4
469544,838949929,630,40,5
469576,838954552,630,41,1
469584,838954040,630,41,2
469592,838953528,630,41,3
469600,838953016,630,41,4
469608,838952504,630,41,5
469640,838954547,630,42,1
469648,838954035,630,42,2
469656,838953523,630,42,3
469664,838953011,630,42,4
469672,838952499,630,42,5
469704,838954542,630,43,1
469712,838954030,630,43,2
469720,838953518,630,43,3
469728,838953006,630,43,4
469736,838952494,630,43,5
469768,838954537,630,44,1
469776,838954025,630,44,2
469784,838953513,630,44,3
469792,838953001,630,44,4
469800,838952489,630,44,5
469832,838955064,630,45,1
469840,838955576,630,45,2
469848,838956088,630,45,3
469856,838956600,630,45,4
469864,838957112,630,45,5
469896,838955059,630,46,1
469904,838955571,630,46,2
469912,838956083,630,46,3
469920,838956595,630,46,4
469928,838957107,630,46,5
470024,838955049,630,48,1
470032,838955561,630,48,2
470040,838956073,630,48,3
470048,838956585,630,48,4
470056,838957097,630,48,5
470088,838957624,630,49,1
470096,838958136,630,49,2
470104,838958648,630,49,3
470112,838959160,630,49,4
470120,838959672,630,49,5
470152,838957619,630,50,1
470160,838958131,630,50,2
470168,838958643,630,50,3
470176,838959155,630,50,4
470184,838959667,630,50,5
470216,838957614,630,51,1
470224,838958126,630,51,2
470232,838958638,630,51,3
470240,838959150,630,51,4
470248,838959662,630,51,5
470280,838957609,630,52,1
470288,838958121,630,52,2
470296,838958633,630,52,3
470304,838959145,630,52,4
470312,838959657,630,52,5
470344,838962232,630,53,1
470352,838961720,630,53,2
470360,838961208,630,53,3
470368,838960696,630,53,4
470376,838960184,630,53,5
470408,838962227,630,54,1
470416,838961715,630,54,2
470424,838961203,630,54,3
470432,838960691,630,54,4
470440,838960179,630,54,5
470472,838962222,630,55,1
470480,838961710,630,55,2
470488,838961198,630,55,3
470496,838960686,630,55,4
470504,838960174,630,55,5
470536,838962217,630,56,1
470544,838961705,630,56,2
470552,838961193,630,56,3
470560,838960681,630,56,4
470568,838960169,630,56,5
470600,838964792,630,57,1
470608,838964280,630,57,2
470616,838963768,630,57,3
470624,838963256,630,57,4
470632,838962744,630,57,5
470664,838964787,630,58,1
470672,838964275,630,58,2
470680,838963763,630,58,3
470688,838963251,630,58,4
470696,838962739,630,58,5
470728,838964782,630,59,1
470736,838964270,630,59,2
470744,838963758,630,59,3
470752,838963246,630,59,4
470760,838962734,630,59,5
470792,838964777,630,60,1
470800,838964265,630,60,2
470808,838963753,630,60,3
470816,838963241,630,60,4
470824,838962729,630,60,5
470856,838965304,630,61,1
470864,838965816,630,61,2
470872,838966328,630,61,3
470880,838966840,630,61,4
470888,838967352,630,61,5
470920,838965299,630,62,1
470928,838965811,630,62,2
470936,838966323,630,62,3
470944,838966835,630,62,4
470952,838967347,630,62,5
470984,838965294,630,63,1
470992,838965806,630,63,2
471000,838966318,630,63,3
471008,838966830,630,63,4
471016,838967342,630,63,5
471048,838965289,630,64,1
471056,838965801,630,64,2
471064,838966313,630,64,3
471072,838966825,630,64,4
471080,838967337,630,64,5
471112,838967864,630,65,1
471120,838968376,630,65,2
471128,838968888,630,65,3
471136,838969400,630,65,4
471144,838969912,630,65,5
471176,838967859,630,66,1
471184,838968371,630,66,2
471192,838968883,630,66,3
471200,838969395,630,66,4
471208,838969907,630,66,5
471240,838967854,630,67,1
471248,838968366,630,67,2
471256,838968878,630,67,3
471264,838969390,630,67,4
471272,838969902,630,67,5
471304,838967849,630,68,1
471312,838968361,630,68,2
471320,838968873,630,68,3
471328,838969385,630,68,4
471336,838969897,630,68,5
475208,838928972,631,1,1
475216,838928460,631,1,2
475224,838927948,631,1,3
475232,838927436,631,1,4
475240,838926924,631,1,5
475272,838928967,631,2,1
475280,838928455,631,2,2
475288,838927943,631,2,3
475296,838927431,631,2,4
475304,838926919,631,2,5
475336,838928962,631,3,1
475344,838928450,631,3,2
475352,838927938,631,3,3
475360,838927426,631,3,4
475368,838926914,631,3,5
475400,838928957,631,4,1
475408,838928445,631,4,2
475416,838927933,631,4,3
475424,838927421,631,4,4
475432,838926909,631,4,5
475464,838931532,631,5,1
475472,838931020,631,5,2
475480,838930508,631,5,3
475488,838929996,631,5,4
475496,838929484,631,5,5
475528,838931527,631,6,1
475536,838931015,631,6,2
475544,838930503,631,6,3
475552,838929991,631,6,4
475560,838929479,631,6,5
475592,838931522,631,7,1
475600,838931010,631,7,2
475608,838930498,631,7,3
475616,838929986,631,7,4
475624,838929474,631,7,5
475656,838931517,631,8,1
475664,838931005,631,8,2
475672,838930493,631,8,3
475680,838929981,631,8,4
475688,838929469,631,8,5
475720,838934092,631,9,1
475728,838933580,631,9,2
475736,838933068,631,9,3
475744,838932556,631,9,4
475752,838932044,631,9,5
475784,838934087,631,10,1
475792,838933575,631,10,2
475800,838933063,631,10,3
475808,838932551,631,10,4
475816,838932039,631,10,5
475848,838934082,631,11,1
475856,838933570,631,11,2
475864,838933058,631,11,3
475872,838932546,631,11,4
475880,838932034,631,11,5
475912,838934077,631,12,1
475920,838933565,631,12,2
475928,838933053,631,12,3
475936,838932541,631,12,4
475944,838932029,631,12,5
475976,838934604,631,13,1
475984,838935116,631,13,2
475992,838935628,631,13,3
476000,838936140,631,13,4
476008,838936652,631,13,5
476040,838934599,631,14,1
476048,838935111,631,14,2
476056,838935623,631,14,3
476064,838936135,631,14,4
476072,838936647,631,14,5
476104,838934594,631,15,1
476112,838935106,631,15,2
476120,838935618,631,15,3
476128,838936130,631,15,4
476136,838936642,631,15,5
476168,838934589,631,16,1
476176,838935101,631,16,2
476184,838935613,631,16,3
476192,838936125,631,16,4
476200,838936637,631,16,5
476232,838937164,631,17,1
476240,838937676,631,17,2
476248,838938188,631,17,3
476256,838938700,631,17,4
476264,838939212,631,17,5
476296,838937159,631,18,1
476304,838937671,631,18,2
476312,838938183,631,18,3
476320,838938695,631,18,4
476328,838939207,631,18,5
476360,838937154,631,19,1
476368,838937666,631,19,2
476376,838938178,631,19,3
476384,838938690,631,19,4
476392,838939202,631,19,5
476424,838937149,631,20,1
476432,838937661,631,20,2
476440,838938173,631,20,3
476448,838938685,631,20,4
476456,838939197,631,20,5
476488,838941772,631,21,1
476496,838941260,631,21,2
476504,838940748,631,21,3
476512,838940236,631,21,4
476520,838939724,631,21,5
476552,838941767,631,22,1
476560,838941255,631,22,2
476568,838940743,631,22,3
476576,838940231,631,22,4
476584,838939719,631,22,5
476616,838941762,631,23,1
476624,838941250,631,23,2
476632,838940738,631,23,3
476640,838940226,631,23,4
476648,838939714,631,23,5
476680,838941757,631,24,1
476688,838941245,631,24,2
476696,838940733,631,24,3
476704,838940221,631,24,4
476712,838939709,631,24,5
476744,838944332,631,25,1
476752,838943820,631,25,2
476760,838943308,631,25,3
476768,838942796,631,25,4
476776,838942284,631,25,5
476808,838944327,631,26,1
476816,838943815,631,26,2
476824,838943303,631,26,3
476832,838942791,631,26,4
476840,838942279,631,26,5
476872,838944322,631,27,1
476880,838943810,631,27,2
476888,838943298,631,27,3
476896,838942786,631,27,4
476904,838942274,631,27,5
476936,838944317,631,28,1
476944,838943805,631,28,2
476952,838943293,631,28,3
476960,838942781,631,28,4
476968,838942269,631,28,5
477000,838944844,631,29,1
477008,838945356,631,29,2
477016,838945868,631,29,3
477024,838946380,631,29,4
477032,838946892,631,29,5
477064,838944839,631,30,1
477072,838945351,631,30,2
477080,838945863,631,30,3
477088,838946375,631,30,4
477096,838946887,631,30,5
477128,838944834,631,31,1
477136,838945346,631,31,2
477144,838945858,631,31,3
477152,838946370,631,31,4
477160,838946882,631,31,5
477192,838944829,631,32,1
477200,838945341,631,32,2
477208,838945854,631,32,3
477216,838946365,631,32,4
477224,838946877,631,32,5
477256,838947404,631,33,1
477264,838947916,631,33,2
477272,838948428,631,33,3
477280,838948940,631,33,4
477288,838949452,631,33,5
477320,838947399,631,34,1
477328,838947911,631,34,2
477336,838948423,631,34,3
477344,838948935,631,34,4
477352,838949447,631,34,5
477384,838947394,631,35,1
477392,838947906,631,35,2
477400,838948418,631,35,3
477408,838948930,631,35,4
477416,838949442,631,35,5
477448,838947389,631,36,1
477456,838947901,631,36,2
477464,838948413,631,36,3
477472,838948925,631,36,4
477480,838949437,631,36,5
477512,838952012,631,37,1
477520,838951500,631,37,2
477528,838950988,631,37,3
477536,838950476,631,37,4
477544,838949964,631,37,5
477576,838952007,631,38,1
477584,838951495,631,38,2
477592,838950983,631,38,3
477600,838950471,631,38,4
477608,838949959,631,38,5
477640,838952002,631,39,1
477648,838951490,631,39,2
477656,838950978,631,39,3
477664,838950466,631,39,4
477672,838949954,631,39,5
477704,838951997,631,40,1
477712,838951485,631,40,2
477720,838950973,631,40,3
477728,838950461,631,40,4
477736,838949949,631,40,5
477768,838954572,631,41,1
477776,838954060,631,41,2
477784,838953548,631,41,3
477792,838953036,631,41,4
477800,838952524,631,41,5
477832,838954567,631,42,1
477840,838954055,631,42,2
477848,838953543,631,42,3
477856,838953031,631,42,4
477864,838952519,631,42,5
477896,838954562,631,43,1
477904,838954050,631,43,2
477912,838953538,631,43,3
477920,838953026,631,43,4
477928,838952514,631,43,5
477960,838954557,631,44,1
477968,838954045,631,44,2
477976,838953533,631,44,3
477984,838953021,631,44,4
477992,838952509,631,44,5
478024,838955084,631,45,1
478032,838955596,631,45,2
478040,838956108,631,45,3
478048,838956620,631,45,4
478056,838957132,631,45,5
478088,838955079,631,46,1
478096,838955591,631,46,2
478104,838956103,631,46,3
478112,838956615,631,46,4
478120,838957127,631,46,5
478152,838955074,631,47,1
478160,838955586,631,47,2
478168,838956098,631,47,3
478176,838956610,631,47,4
478184,838957122,631,47,5
478216,838955069,631,48,1
478224,838955581,631,48,2
478232,838956093,631,48,3
478240,838956605,631,48,4
478248,838957117,631,48,5
478280,838957644,631,49,1
478288,838958156,631,49,2
478296,838958668,631,49,3
478304,838959180,631,49,4
478312,838959692,631,49,5
478344,838957639,631,50,1
478352,838958151,631,50,2
478360,838958663,631,50,3
478368,838959175,631,50,4
478376,838959687,631,50,5
478408,838957634,631,51,1
478416,838958146,631,51,2
478424,838958658,631,51,3
478432,838959170,631,51,4
478440,838959682,631,51,5
478472,838957629,631,52,1
478480,838958141,631,52,2
478488,838958653,631,52,3
478496,838959165,631,52,4
478504,838959677,631,52,5
478536,838962252,631,53,1
478544,838961740,631,53,2
478552,838961228,631,53,3
478560,838960716,631,53,4
478568,838960204,631,53,5
478600,838962247,631,54,1
478608,838961735,631,54,2
478616,838961223,631,54,3
478624,838960711,631,54,4
478632,838960199,631,54,5
478664,838962242,631,55,1
478672,838961730,631,55,2
478680,838961218,631,55,3
478688,838960706,631,55,4
478696,838960194,631,55,5
478728,838962237,631,56,1
478736,838961725,631,56,2
478744,838961213,631,56,3
478752,838960701,631,56,4
478760,838960189,631,56,5
478792,838964812,631,57,1
478800,838964300,631,57,2
478808,838963788,631,57,3
478816,838963276,631,57,4
478824,838962764,631,57,5
478856,838964807,631,58,1
478864,838964295,631,58,2
478872,838963783,631,58,3
478880,838963271,631,58,4
478888,838962759,631,58,5
478920,838964802,631,59,1
478928,838964290,631,59,2
478936,838963778,631,59,3
478944,838963266,631,59,4
478952,838962754,631,59,5
478984,838964797,631,60,1
478992,838964285,631,60,2
479000,838963773,631,60,3
479008,838963261,631,60,4
479016,838962749,631,60,5
479048,838965324,631,61,1
479056,838965836,631,61,2
479064,838966348,631,61,3
479072,838966860,631,61,4
