303176,838863361,610,1,1,1151190101
303184,838862849,610,1,2,1151190102
303192,838862337,610,1,3,1151190103
303200,838861825,610,1,4,1151190104
303208,838861313,610,1,5,1151190105
303240,838863366,610,2,1,1151190201
303248,838862854,610,2,2,1151190202
303256,838862342,610,2,3,1151190203
303264,838861830,610,2,4,1151190204
303272,838861318,610,2,5,1151190205
303304,838863371,610,3,1,1151190301
303312,838862859,610,3,2,1151190302
303320,838862347,610,3,3,1151190303
303328,838861835,610,3,4,1151190304
303336,838861323,610,3,5,1151190305
303368,838863376,610,4,1,1151190401
303376,838862864,610,4,2,1151190402
303384,838862352,610,4,3,1151190403
303392,838861840,610,4,4,1151190404
303400,838861328,610,4,5,1151190405
303432,838865921,610,5,1,1151190501
303440,838865409,610,5,2,1151190502
303448,838864897,610,5,3,1151190503
303456,838864385,610,5,4,1151190504
303464,838863873,610,5,5,1151190505
303496,838865926,610,6,1,1151190601
303504,838865414,610,6,2,1151190602
303512,838864902,610,6,3,1151190603
303520,838864390,610,6,4,1151190604
303528,838863878,610,6,5,1151190605
303560,838865931,610,7,1,1151190701
303568,838865419,610,7,2,1151190702
303576,838864907,610,7,3,1151190703
303584,838864395,610,7,4,1151190704
303592,838863883,610,7,5,1151190705
303624,838865936,610,8,1,1151190801
303632,838865424,610,8,2,1151190802
303640,838864912,610,8,3,1151190803
303648,838864400,610,8,4,1151190804
303656,838863888,610,8,5,1151190805
303688,838868481,610,9,1,1151190901
303696,838867969,610,9,2,1151190902
303704,838867457,610,9,3,1151190903
303712,838866945,610,9,4,1151190904
303720,838866433,610,9,5,1151190905
303752,838868486,610,10,1,1151191001
303760,838867974,610,10,2,1151191002
303768,838867462,610,10,3,1151191003
303776,838866950,610,10,4,1151191004
303784,838866438,610,10,5,1151191005
303816,838868491,610,11,1,1151191101
303824,838867979,610,11,2,1151191102
303832,838867467,610,11,3,1151191103
303840,838866955,610,11,4,1151191104
303848,838866443,610,11,5,1151191105
303944,838868993,610,13,1,1151191301
303952,838869505,610,13,2,1151191302
303960,838870017,610,13,3,1151191303
303968,838870529,610,13,4,1151191304
303976,838871041,610,13,5,1151191305
304008,838868998,610,14,1,1151191401
304016,838869510,610,14,2,1151191402
304024,838870022,610,14,3,1151191403
304032,838870534,610,14,4,1151191404
304040,838871046,610,14,5,1151191405
304072,838869003,610,15,1,1151191501
304080,838869515,610,15,2,1151191502
304088,838870027,610,15,3,1151191503
304096,838870539,610,15,4,1151191504
304104,838871051,610,15,5,1151191505
304136,838869008,610,16,1,1151191601
304144,838869520,610,16,2,1151191602
304152,838870032,610,16,3,1151191603
304160,838870544,610,16,4,1151191604
304168,838871056,610,16,5,1151191605
304200,838871553,610,17,1,1151191701
304208,838872065,610,17,2,1151191702
304216,838872577,610,17,3,1151191703
304224,838873089,610,17,4,1151191704
304232,838873601,610,17,5,1151191705
304264,838871558,610,18,1,1151191801
304272,838872070,610,18,2,1151191802
304280,838872582,610,18,3,1151191803
304288,838873094,610,18,4,1151191804
304296,838873606,610,18,5,1151191805
304328,838871563,610,19,1,1151191901
304336,838872075,610,19,2,1151191902
304344,838872587,610,19,3,1151191903
304352,838873099,610,19,4,1151191904
304360,838873611,610,19,5,1151191905
304392,838871568,610,20,1,1151192001
304400,838872080,610,20,2,1151192002
304408,838872592,610,20,3,1151192003
304416,838873104,610,20,4,1151192004
304424,838873616,610,20,5,1151192005
304456,838876161,610,21,1,1151192101
304464,838875649,610,21,2,1151192102
304472,838875137,610,21,3,1151192103
304480,838874625,610,21,4,1151192104
304488,838874113,610,21,5,1151192105
304520,838876166,610,22,1,1151192201
304528,838875654,610,22,2,1151192202
304536,838875142,610,22,3,1151192203
304544,838874630,610,22,4,1151192204
304552,838874118,610,22,5,1151192205
304584,838876171,610,23,1,1151192301
304592,838875659,610,23,2,1151192302
304600,838875147,610,23,3,1151192303
304608,838874635,610,23,4,1151192304
304616,838874123,610,23,5,1151192305
304648,838876176,610,24,1,1151192401
304656,838875664,610,24,2,1151192402
304664,838875152,610,24,3,1151192403
304672,838874640,610,24,4,1151192404
304680,838874128,610,24,5,1151192405
304712,838878721,610,25,1,1151192501
304720,838878209,610,25,2,1151192502
304728,838877697,610,25,3,1151192503
304736,838877185,610,25,4,1151192504
304744,838876673,610,25,5,1151192505
304776,838878726,610,26,1,1151192601
304784,838878214,610,26,2,1151192602
304792,838877702,610,26,3,1151192603
304800,838877190,610,26,4,1151192604
304808,838876678,610,26,5,1151192605
304840,838878731,610,27,1,1151192701
304848,838878219,610,27,2,1151192702
304856,838877707,610,27,3,1151192703
304864,838877195,610,27,4,1151192704
304872,838876683,610,27,5,1151192705
304904,838878736,610,28,1,1151192801
304912,838878224,610,28,2,1151192802
304920,838877712,610,28,3,1151192803
304928,838877200,610,28,4,1151192804
304936,838876688,610,28,5,1151192805
304968,838879233,610,29,1,1151192901
304976,838879745,610,29,2,1151192902
304984,838880257,610,29,3,1151192903
304992,838880769,610,29,4,1151192904
305000,838881281,610,29,5,1151192905
305032,838879238,610,30,1,1151193001
305040,838879750,610,30,2,1151193002
305048,838880262,610,30,3,1151193003
305056,838880774,610,30,4,1151193004
305064,838881286,610,30,5,1151193005
305096,838879243,610,31,1,1151193101
305104,838879755,610,31,2,1151193102
305112,838880267,610,31,3,1151193103
305120,838880779,610,31,4,1151193104
305128,838881292,610,31,5,1151193105
305160,838879248,610,32,1,1151193201
305168,838879760,610,32,2,1151193202
305176,838880272,610,32,3,1151193203
305184,838880784,610,32,4,1151193204
305192,838881296,610,32,5,1151193205
305224,838881793,610,33,1,1151193301
305232,838882305,610,33,2,1151193302
305240,838882817,610,33,3,1151193303
305248,838883329,610,33,4,1151193304
305256,838883841,610,33,5,1151193305
305288,838881798,610,34,1,1151193401
305296,838882310,610,34,2,1151193402
305304,838882822,610,34,3,1151193403
305312,838883334,610,34,4,1151193404
305320,838883846,610,34,5,1151193405
305352,838881803,610,35,1,1151193501
305360,838882315,610,35,2,1151193502
305368,838882827,610,35,3,1151193503
305376,838883339,610,35,4,1151193504
305384,838883851,610,35,5,1151193505
305416,838881808,610,36,1,1151193601
305424,838882320,610,36,2,1151193602
305432,838882832,610,36,3,1151193603
305440,838883344,610,36,4,1151193604
305448,838883856,610,36,5,1151193605
305480,838886401,610,37,1,1151193701
305488,838885889,610,37,2,1151193702
305496,838885377,610,37,3,1151193703
305504,838884865,610,37,4,1151193704
305512,838884353,610,37,5,1151193705
305544,838886406,610,38,1,1151193801
305552,838885894,610,38,2,1151193802
305560,838885382,610,38,3,1151193803
305568,838884870,610,38,4,1151193804
305576,838884358,610,38,5,1151193805
305608,838886411,610,39,1,1151193901
305616,838885899,610,39,2,1151193902
305624,838885387,610,39,3,1151193903
305632,838884875,610,39,4,1151193904
305640,838884363,610,39,5,1151193905
305672,838886416,610,40,1,1151194001
305680,838885904,610,40,2,1151194002
305688,838885392,610,40,3,1151194003
305696,838884880,610,40,4,1151194004
305704,838884368,610,40,5,1151194005
305736,838888961,610,41,1,1151194101
305744,838888449,610,41,2,1151194102
305752,838887937,610,41,3,1151194103
305760,838887425,610,41,4,1151194104
305768,838886913,610,41,5,1151194105
305800,838888966,610,42,1,1151194201
305808,838888454,610,42,2,1151194202
305816,838887942,610,42,3,1151194203
305824,838887430,610,42,4,1151194204
305832,838886918,610,42,5,1151194205
305864,838888971,610,43,1,1151194301
305872,838888459,610,43,2,1151194302
305880,838887947,610,43,3,1151194303
305888,838887435,610,43,4,1151194304
305896,838886923,610,43,5,1151194305
305928,838888976,610,44,1,1151194401
305936,838888464,610,44,2,1151194402
305944,838887952,610,44,3,1151194403
305952,838887440,610,44,4,1151194404
305960,838886928,610,44,5,1151194405
305992,838889473,610,45,1,1151194501
306000,838889985,610,45,2,1151194502
306008,838890497,610,45,3,1151194503
306016,838891009,610,45,4,1151194504
306024,838891521,610,45,5,1151194505
306056,838889478,610,46,1,1151194601
306064,838889990,610,46,2,1151194602
306072,838890502,610,46,3,1151194603
306080,838891014,610,46,4,1151194604
306088,838891526,610,46,5,1151194605
306120,838889483,610,47,1,1151194701
306128,838889995,610,47,2,1151194702
306136,838890507,610,47,3,1151194703
306144,838891019,610,47,4,1151194704
306152,838891531,610,47,5,1151194705
306184,838889488,610,48,1,1151194801
306192,838890000,610,48,2,1151194802
306200,838890512,610,48,3,1151194803
306208,838891024,610,48,4,1151194804
